Gene	count	psi
ENSMUSG00000021268.13	6630	-0.173
ENSMUSG00000062470.9	121	0.924
ENSMUSG00000000085.12	1037	1.0
ENSMUSG00000023951.12	193	0.85
ENSMUSG00000038695.8	829	-0.134
ENSMUSG00000027680.11	1817	-0.229
ENSMUSG00000099703.2	4	0.88
ENSMUSG00000097393.3	50	-0.831
ENSMUSG00000029406.11	212	0.965
ENSMUSG00000020691.9	1226	0.884
ENSMUSG00000020027.14	948	-0.958
ENSMUSG00000021268.13	6630	-0.089
ENSMUSG00000026950.12	1588	0.782
ENSMUSG00000100510.2	975	-1.0
ENSMUSG00000021268.13	6630	-0.091
ENSMUSG00000032478.10	775	1.0
ENSMUSG00000028528.12	41	-1.0
ENSMUSG00000041343.14	578	-0.645
ENSMUSG00000023349.10	7	-1.0
ENSMUSG00000021905.9	1235	1.0
ENSMUSG00000020777.12	1037	0.862
ENSMUSG00000051396.10	2656	-0.843
ENSMUSG00000085385.3	954	-0.217
ENSMUSG00000025766.10	519	-1.0
ENSMUSG00000013033.12	2732	0.861
ENSMUSG00000058402.9	326	-0.667
ENSMUSG00000061723.13	210	-0.623
ENSMUSG00000002064.10	863	-0.738
ENSMUSG00000024937.10	595	0.715
ENSMUSG00000017421.14	8661	-0.15
ENSMUSG00000020389.14	329	0.703
ENSMUSG00000041343.14	578	-0.456
ENSMUSG00000068205.10	451	0.765
ENSMUSG00000005580.7	71	0.651
ENSMUSG00000061723.13	210	0.788
ENSMUSG00000045031.14	46	0.661
ENSMUSG00000027423.11	3461	-0.033
ENSMUSG00000066306.8	8005	-0.169
ENSMUSG00000019888.11	29	0.691
ENSMUSG00000040712.12	523	-0.563
ENSMUSG00000017677.7	11142	-0.177
ENSMUSG00000034610.10	4268	-0.1
ENSMUSG00000036667.10	4098	0.591
ENSMUSG00000040998.14	1155	0.645
ENSMUSG00000037211.8	613	0.097
ENSMUSG00000021271.4	365	0.884
ENSMUSG00000070336.3	20	0.841
ENSMUSG00000017677.7	11142	-0.179
ENSMUSG00000037211.8	613	0.441
ENSMUSG00000049606.12	2257	0.76
ENSMUSG00000040712.12	523	-0.519
ENSMUSG00000051331.10	1000	0.817
ENSMUSG00000049550.13	2403	0.557
ENSMUSG00000017421.14	8661	-0.092
ENSMUSG00000039218.12	11699	-0.064
ENSMUSG00000020705.6	5078	-0.793
ENSMUSG00000021213.7	10	0.854
ENSMUSG00000051331.10	1000	0.697
ENSMUSG00000008958.10	3827	0.601
ENSMUSG00000071337.7	8044	-0.126
ENSMUSG00000085929.1	40	0.66
ENSMUSG00000003282.5	373	0.504
ENSMUSG00000020111.11	2047	-0.092
ENSMUSG00000086224.4	460	0.9
ENSMUSG00000036676.10	1276	-0.216
ENSMUSG00000019944.10	1050	0.766
ENSMUSG00000067795.9	11	0.826
ENSMUSG00000024647.10	189	0.796
ENSMUSG00000061816.11	1510	-0.319
ENSMUSG00000046711.11	1807	-0.218
ENSMUSG00000002372.8	2975	0.69
ENSMUSG00000028614.10	2233	-0.058
ENSMUSG00000001419.13	847	-0.742
ENSMUSG00000035228.10	523	0.586
ENSMUSG00000039804.11	3332	0.228
ENSMUSG00000068250.9	567	-0.194
ENSMUSG00000068748.4	252	0.597
ENSMUSG00000018909.11	573	0.656
ENSMUSG00000062270.9	2118	0.566
ENSMUSG00000028300.10	403	0.682
ENSMUSG00000028399.13	2560	-0.238
ENSMUSG00000020866.13	1644	-0.673
ENSMUSG00000017421.14	8661	0.43
ENSMUSG00000017677.7	11142	-0.155
ENSMUSG00000092203.3	992	0.604
ENSMUSG00000038495.10	1110	0.502
ENSMUSG00000037337.10	266	0.448
ENSMUSG00000038260.9	445	0.498
ENSMUSG00000035228.10	523	0.567
ENSMUSG00000026305.11	1040	-0.646
ENSMUSG00000040407.13	3502	-0.175
ENSMUSG00000031060.12	2392	-0.094
ENSMUSG00000037337.10	266	0.304
ENSMUSG00000042408.9	986	0.745
ENSMUSG00000037326.9	931	0.381
ENSMUSG00000058897.13	2409	0.458
ENSMUSG00000066306.8	8005	-0.202
ENSMUSG00000028649.13	3383	-0.189
ENSMUSG00000063253.6	856	-0.161
ENSMUSG00000021823.9	3699	-0.037
ENSMUSG00000027287.10	1684	-0.046
ENSMUSG00000019790.12	402	-0.573
ENSMUSG00000020389.14	329	0.417
ENSMUSG00000049606.12	2257	0.22
ENSMUSG00000029505.13	3172	0.424
ENSMUSG00000044071.7	243	0.589
ENSMUSG00000026743.12	1583	-0.262
ENSMUSG00000000738.13	1418	0.117
ENSMUSG00000073236.4	612	-0.501
ENSMUSG00000029048.3	2656	0.032
ENSMUSG00000017715.7	1172	-0.505
ENSMUSG00000051674.10	2034	-0.694
ENSMUSG00000055681.10	3791	-0.023
ENSMUSG00000000738.13	1418	0.622
ENSMUSG00000063445.10	2875	-0.018
ENSMUSG00000035045.13	263	0.446
ENSMUSG00000086427.4	5539	-0.142
ENSMUSG00000085287.4	69	-0.866
ENSMUSG00000029505.13	3172	0.375
ENSMUSG00000015501.6	224	0.491
ENSMUSG00000040712.12	523	-0.295
ENSMUSG00000057337.9	240	0.469
ENSMUSG00000028163.13	318	-0.252
ENSMUSG00000058402.9	326	-0.358
ENSMUSG00000057229.7	568	0.469
ENSMUSG00000000301.12	40	-0.403
ENSMUSG00000005899.8	1959	-0.125
ENSMUSG00000039065.10	223	0.677
ENSMUSG00000028184.8	5168	0.533
ENSMUSG00000005102.9	1004	-0.051
ENSMUSG00000021268.13	6630	0.222
ENSMUSG00000028402.13	2938	0.29
ENSMUSG00000029130.8	51	0.432
ENSMUSG00000039804.11	3332	0.112
ENSMUSG00000021000.11	2040	-0.069
ENSMUSG00000044712.11	225	0.492
ENSMUSG00000027200.13	553	0.559
ENSMUSG00000063253.6	856	-0.503
ENSMUSG00000089829.2	11	0.729
ENSMUSG00000028708.12	857	0.276
ENSMUSG00000021506.7	4348	-0.016
ENSMUSG00000032667.13	461	-0.164
ENSMUSG00000004980.12	45547	-0.088
ENSMUSG00000024891.5	169	0.321
ENSMUSG00000045193.9	2435	-0.172
ENSMUSG00000028373.12	94	0.385
ENSMUSG00000097039.4	54	-0.426
ENSMUSG00000029048.3	2656	0.037
ENSMUSG00000020646.12	1603	0.265
ENSMUSG00000019944.10	1050	-0.586
ENSMUSG00000027522.11	719	0.46
ENSMUSG00000046311.9	2426	0.845
ENSMUSG00000029772.13	859	0.561
ENSMUSG00000028402.13	2938	0.162
ENSMUSG00000064179.9	2123	-0.217
ENSMUSG00000025968.12	3485	0.717
ENSMUSG00000071337.7	8044	-0.176
ENSMUSG00000022150.12	2017	0.159
ENSMUSG00000025894.10	1358	-0.128
ENSMUSG00000022139.12	2809	0.23
ENSMUSG00000056492.5	622	-0.266
ENSMUSG00000034321.9	1083	0.585
ENSMUSG00000022708.12	641	-0.317
ENSMUSG00000025134.2	7488	-0.013
ENSMUSG00000032579.10	226	0.267
ENSMUSG00000031960.10	4878	0.217
ENSMUSG00000050174.11	85	0.564
ENSMUSG00000055681.10	3791	-0.02
ENSMUSG00000086537.3	525	0.677
ENSMUSG00000024646.9	2113	-0.549
ENSMUSG00000000085.12	1037	0.208
ENSMUSG00000024127.10	1080	0.233
ENSMUSG00000002963.12	649	0.124
ENSMUSG00000096974.1	22	-0.37
ENSMUSG00000026737.8	464	-0.215
ENSMUSG00000004980.12	45547	-0.067
ENSMUSG00000037628.9	394	-0.618
ENSMUSG00000023971.8	1072	-0.043
ENSMUSG00000059119.8	8346	-0.701
ENSMUSG00000025894.10	1358	-0.126
ENSMUSG00000041757.11	101	0.623
ENSMUSG00000053877.8	5902	-0.37
ENSMUSG00000000085.12	1037	0.246
ENSMUSG00000063889.12	319	0.522
ENSMUSG00000000902.9	5175	-0.027
ENSMUSG00000006411.8	311	0.271
ENSMUSG00000028034.11	10202	0.429
ENSMUSG00000024330.12	1888	0.337
ENSMUSG00000025894.10	1358	-0.124
ENSMUSG00000047213.10	4809	-0.491
ENSMUSG00000032212.9	1736	0.093
ENSMUSG00000042564.8	70	0.648
ENSMUSG00000061689.11	2319	0.573
ENSMUSG00000029142.10	1869	0.5
ENSMUSG00000021493.11	2862	0.238
ENSMUSG00000097755.1	60	-0.527
ENSMUSG00000026594.10	2331	-0.068
ENSMUSG00000058897.13	2409	0.192
ENSMUSG00000074733.10	726	0.54
ENSMUSG00000040952.12	6521	-0.26
ENSMUSG00000053070.4	302	-0.345
ENSMUSG00000039648.10	194	0.229
ENSMUSG00000025894.10	1358	-0.114
ENSMUSG00000032615.10	768	-0.22
ENSMUSG00000056116.14	306	0.148
ENSMUSG00000021215.10	4317	-0.155
ENSMUSG00000005533.9	2469	-0.182
ENSMUSG00000021963.12	879	-0.633
ENSMUSG00000030120.10	6698	-0.488
ENSMUSG00000087479.1	101	0.822
