Gene	count	psi
ENSMUSG00000026414.9	79481	0.169
ENSMUSG00000026414.9	79481	0.194
ENSMUSG00000024646.9	1535	-0.036
ENSMUSG00000026743.12	780	-0.877
ENSMUSG00000024646.9	1535	0.054
ENSMUSG00000024646.9	1535	-0.033
ENSMUSG00000101556.1	3	0.958
ENSMUSG00000026414.9	79481	0.055
ENSMUSG00000061411.8	572	-1.0
ENSMUSG00000040728.11	47	-0.88
ENSMUSG00000031729.5	2135	1.0
ENSMUSG00000064080.8	7225	-0.068
ENSMUSG00000026623.12	980	0.376
ENSMUSG00000040728.11	47	-1.0
ENSMUSG00000097727.3	11	1.0
ENSMUSG00000039218.12	5758	-0.111
ENSMUSG00000101556.1	3	1.0
ENSMUSG00000048497.7	573	0.835
ENSMUSG00000007815.9	7429	1.0
ENSMUSG00000008489.14	66	1.0
ENSMUSG00000038695.8	1395	-0.073
ENSMUSG00000028901.9	840	1.0
ENSMUSG00000030825.13	4	1.0
ENSMUSG00000055489.7	42	1.0
ENSMUSG00000039599.11	429	0.768
ENSMUSG00000052187.3	303416	-0.645
ENSMUSG00000021796.10	2408	0.368
ENSMUSG00000097039.4	52	0.811
ENSMUSG00000024646.9	1535	0.673
ENSMUSG00000059900.10	18	-0.841
ENSMUSG00000054051.6	373	-0.79
ENSMUSG00000087380.3	6	-0.907
ENSMUSG00000002100.11	39752	-0.05
ENSMUSG00000026811.14	614	0.902
ENSMUSG00000004500.8	308	0.428
ENSMUSG00000033981.10	35	-0.563
ENSMUSG00000051586.10	504	-0.535
ENSMUSG00000037270.13	1032	-0.676
ENSMUSG00000032336.13	2031	0.06
ENSMUSG00000033981.10	35	-0.493
ENSMUSG00000024381.11	490	0.118
ENSMUSG00000022853.6	67	0.581
ENSMUSG00000026414.9	79481	0.132
ENSMUSG00000038784.9	665	0.34
ENSMUSG00000028246.9	132	-0.545
ENSMUSG00000024610.10	74	0.871
ENSMUSG00000026565.14	328	0.766
ENSMUSG00000041596.8	11	-0.764
ENSMUSG00000031585.9	1484	-0.691
ENSMUSG00000046111.12	504	-0.357
ENSMUSG00000027797.11	271	0.583
ENSMUSG00000033044.8	41	0.674
ENSMUSG00000052337.11	6798	0.148
ENSMUSG00000055407.9	106	-0.459
ENSMUSG00000059900.10	18	-0.488
ENSMUSG00000041115.12	373	0.759
ENSMUSG00000049606.12	934	0.598
ENSMUSG00000051747.10	49675	0.23
ENSMUSG00000008489.14	66	0.805
ENSMUSG00000079428.4	289	0.656
ENSMUSG00000029095.13	134	-0.477
ENSMUSG00000028833.9	982	-0.414
ENSMUSG00000049327.13	842	-0.438
ENSMUSG00000027333.14	505	0.272
ENSMUSG00000070283.4	558	0.129
ENSMUSG00000026811.14	614	0.469
ENSMUSG00000084885.3	20	0.596
ENSMUSG00000032067.5	724	-0.035
ENSMUSG00000032294.12	41198	0.057
ENSMUSG00000040451.13	1302	-0.672
ENSMUSG00000028949.9	1386	-0.058
ENSMUSG00000023707.9	255	0.256
ENSMUSG00000020176.13	29698	0.33
ENSMUSG00000066880.11	261	0.363
ENSMUSG00000022094.11	134	0.309
ENSMUSG00000001036.13	725	0.656
ENSMUSG00000044328.9	393	0.356
ENSMUSG00000039770.5	1814	-0.046
ENSMUSG00000032511.13	733	0.52
ENSMUSG00000033728.10	538	0.596
ENSMUSG00000001036.13	725	-0.652
ENSMUSG00000032177.12	405	-0.508
ENSMUSG00000029616.9	2193	0.071
ENSMUSG00000035248.8	1213	0.291
ENSMUSG00000071226.7	62	-0.526
ENSMUSG00000043987.13	476	-0.604
ENSMUSG00000026414.9	79481	0.101
ENSMUSG00000026565.14	328	0.342
ENSMUSG00000004500.8	308	0.238
ENSMUSG00000074415.6	423	-0.497
ENSMUSG00000052337.11	6798	0.113
ENSMUSG00000029616.9	2193	0.042
ENSMUSG00000032212.9	820	0.603
ENSMUSG00000023206.12	134	0.387
ENSMUSG00000043333.8	36	-0.837
ENSMUSG00000097048.3	207	0.085
ENSMUSG00000098318.3	467	0.626
ENSMUSG00000086287.1	13	0.425
ENSMUSG00000098318.3	467	0.625
ENSMUSG00000040785.13	5932	0.133
ENSMUSG00000036572.12	440	-0.599
ENSMUSG00000018417.10	1380	0.748
ENSMUSG00000019813.11	531	0.556
ENSMUSG00000051747.10	49675	0.137
ENSMUSG00000026571.8	625	-0.193
ENSMUSG00000032511.13	733	0.559
ENSMUSG00000022892.10	6124	0.063
ENSMUSG00000049606.12	934	0.49
ENSMUSG00000028078.10	176	-0.555
ENSMUSG00000024219.11	364	-0.185
ENSMUSG00000001948.9	45	0.286
ENSMUSG00000040225.11	2820	-0.464
ENSMUSG00000019818.11	5656	0.516
ENSMUSG00000052187.3	303416	-0.217
ENSMUSG00000064202.11	98	0.45
ENSMUSG00000046056.10	34	0.177
ENSMUSG00000042359.14	172	0.564
ENSMUSG00000030695.9	31548	-0.009
ENSMUSG00000000127.10	620	-0.873
ENSMUSG00000026414.9	79481	0.38
ENSMUSG00000071573.9	150	0.288
ENSMUSG00000037032.11	1248	0.081
ENSMUSG00000039137.14	70	-0.871
ENSMUSG00000087574.1	165	0.621
ENSMUSG00000000131.11	864	-0.314
ENSMUSG00000024268.11	141	0.545
ENSMUSG00000074466.8	56	-0.257
ENSMUSG00000039068.12	1247	-0.321
ENSMUSG00000027699.15	1538	-0.147
ENSMUSG00000038060.11	9	-0.726
ENSMUSG00000049659.11	382	0.161
ENSMUSG00000035863.9	1841	-0.211
ENSMUSG00000025812.13	894	-0.789
ENSMUSG00000059890.11	547	-0.351
ENSMUSG00000051747.10	49675	0.196
ENSMUSG00000090841.1	5173	-0.027
ENSMUSG00000061315.9	2812	0.049
ENSMUSG00000048126.12	679	0.307
ENSMUSG00000043384.11	1567	-0.256
