Gene	count	psi
ENSMUSG00000020792.11	2239	-0.546
ENSMUSG00000037685.11	1779	-0.738
ENSMUSG00000028207.14	1513	-0.522
ENSMUSG00000053768.9	1773	-0.46
ENSMUSG00000025871.14	6218	0.226
ENSMUSG00000025871.14	6218	0.208
ENSMUSG00000063077.10	7262	-0.549
ENSMUSG00000022607.10	2775	-0.492
ENSMUSG00000022607.10	2775	-0.454
ENSMUSG00000031996.12	4864	-0.311
ENSMUSG00000055762.11	2052	-0.274
ENSMUSG00000004631.11	747	-0.436
ENSMUSG00000021820.12	1647	-0.391
ENSMUSG00000027601.9	1406	-0.281
ENSMUSG00000016382.11	1253	-0.406
ENSMUSG00000031422.12	8873	0.21
ENSMUSG00000031422.12	8873	0.408
ENSMUSG00000031422.12	8873	0.343
ENSMUSG00000025085.12	1265	0.681
ENSMUSG00000049550.13	1638	0.658
ENSMUSG00000032570.12	2496	-0.464
ENSMUSG00000022884.10	4887	0.152
ENSMUSG00000009079.12	9231	-0.138
ENSMUSG00000061689.11	5286	0.262
ENSMUSG00000061689.11	5286	0.621
ENSMUSG00000061689.11	5286	0.568
ENSMUSG00000061689.11	5286	0.383
ENSMUSG00000027575.15	1737	-0.292
ENSMUSG00000005583.12	2278	-0.754
ENSMUSG00000028478.14	3433	-0.487
ENSMUSG00000024127.10	2805	0.355
ENSMUSG00000025369.10	6248	-0.318
ENSMUSG00000036435.9	1532	-0.589
ENSMUSG00000060279.9	2391	-0.445
ENSMUSG00000029148.11	3549	-0.24
ENSMUSG00000003810.8	1849	-0.648
ENSMUSG00000031511.10	3025	-0.468
ENSMUSG00000031865.11	3631	-0.597
ENSMUSG00000017421.14	6993	-0.259
ENSMUSG00000067786.12	86241	0.202
ENSMUSG00000067786.12	86241	0.255
ENSMUSG00000067786.12	86241	0.224
ENSMUSG00000067786.12	86241	0.263
ENSMUSG00000067786.12	86241	0.253
ENSMUSG00000067786.12	86241	0.089
ENSMUSG00000067786.12	86241	0.198
ENSMUSG00000009090.13	2481	-0.39
ENSMUSG00000047454.7	1146	0.599
ENSMUSG00000027642.11	3932	-0.168
ENSMUSG00000027642.11	3932	-0.332
ENSMUSG00000004207.10	4426	-0.431
ENSMUSG00000058835.10	2019	-0.567
ENSMUSG00000037032.11	4624	-0.515
ENSMUSG00000040648.10	2197	-0.434
ENSMUSG00000040407.13	4613	0.323
ENSMUSG00000057541.10	398	-0.504
ENSMUSG00000005417.13	2484	-0.14
ENSMUSG00000039735.11	6240	-0.132
ENSMUSG00000028863.9	1647	-0.551
ENSMUSG00000024381.11	1506	-0.489
ENSMUSG00000032076.14	5874	0.545
ENSMUSG00000057738.9	8696	-0.341
