Gene	count	psi
ENSMUSG00000026150.10	5039	-0.348
ENSMUSG00000026150.10	5039	-0.299
ENSMUSG00000026150.10	5039	-0.458
ENSMUSG00000036333.10	8701	0.235
ENSMUSG00000030519.10	4324	-0.354
ENSMUSG00000020792.11	2256	-0.504
ENSMUSG00000020792.11	2256	-0.504
ENSMUSG00000020792.11	2256	-0.64
ENSMUSG00000039128.9	1712	-0.095
ENSMUSG00000039128.9	1712	-0.3
ENSMUSG00000060450.9	7944	-0.3
ENSMUSG00000022744.8	1992	-0.393
ENSMUSG00000022744.8	1992	-0.351
ENSMUSG00000022744.8	1992	-0.302
ENSMUSG00000028207.14	1908	-0.511
ENSMUSG00000033793.8	4072	0.337
ENSMUSG00000037935.12	3552	0.209
ENSMUSG00000037935.12	3552	0.486
ENSMUSG00000037935.12	3552	0.799
ENSMUSG00000037935.12	3552	0.701
ENSMUSG00000037935.12	3552	0.632
ENSMUSG00000037935.12	3552	0.397
ENSMUSG00000053768.9	1008	-0.504
ENSMUSG00000025871.14	4976	0.763
ENSMUSG00000025871.14	4976	0.442
ENSMUSG00000025871.14	4976	0.475
ENSMUSG00000025871.14	4976	0.415
ENSMUSG00000025871.14	4976	0.816
ENSMUSG00000056121.11	790	-0.55
ENSMUSG00000052584.9	1071	0.482
ENSMUSG00000052584.9	1071	0.163
ENSMUSG00000063077.10	7835	-0.466
ENSMUSG00000031996.12	7376	-0.424
ENSMUSG00000055762.11	1520	-0.583
ENSMUSG00000030852.11	1640	-0.29
ENSMUSG00000004631.11	756	-0.502
ENSMUSG00000070880.6	3122	0.735
ENSMUSG00000070880.6	3122	0.736
ENSMUSG00000021820.12	2073	-0.695
ENSMUSG00000033352.7	2271	-0.418
ENSMUSG00000027601.9	604	-0.626
ENSMUSG00000026159.9	951	0.541
ENSMUSG00000021493.11	1352	-0.243
ENSMUSG00000021493.11	1352	-0.641
ENSMUSG00000031422.12	7312	0.517
ENSMUSG00000031422.12	7312	0.659
ENSMUSG00000050017.7	2131	0.338
ENSMUSG00000050017.7	2131	0.384
ENSMUSG00000032422.13	746	-0.536
ENSMUSG00000057421.8	2110	-0.315
ENSMUSG00000057421.8	2110	-0.173
ENSMUSG00000040354.10	1977	-0.412
ENSMUSG00000040354.10	1977	-0.178
ENSMUSG00000035203.11	1649	0.558
ENSMUSG00000026634.12	1277	-0.148
ENSMUSG00000025085.12	2492	0.621
ENSMUSG00000025085.12	2492	-0.506
ENSMUSG00000025085.12	2492	0.585
ENSMUSG00000028809.12	3322	-0.155
ENSMUSG00000038729.16	7	-0.648
ENSMUSG00000019188.12	3008	-0.468
ENSMUSG00000019188.12	3008	-0.457
ENSMUSG00000032340.7	2369	0.594
ENSMUSG00000032340.7	2369	-0.548
ENSMUSG00000073563.2	1091	-0.585
ENSMUSG00000049550.13	2439	0.622
ENSMUSG00000049550.13	2439	-0.343
ENSMUSG00000032267.7	725	-0.539
ENSMUSG00000037400.12	933	-0.656
ENSMUSG00000020598.11	4426	-0.539
ENSMUSG00000040374.9	940	0.365
ENSMUSG00000032570.12	3423	-0.409
ENSMUSG00000029687.12	1042	-0.183
ENSMUSG00000064302.9	3717	-0.443
ENSMUSG00000064302.9	3717	-0.6
ENSMUSG00000064302.9	3717	-0.496
ENSMUSG00000022884.10	4102	0.132
ENSMUSG00000022884.10	4102	0.183
ENSMUSG00000009079.12	8390	-0.225
ENSMUSG00000061689.11	4216	0.256
ENSMUSG00000061689.11	4216	0.68
ENSMUSG00000061689.11	4216	0.447
ENSMUSG00000061689.11	4216	0.404
ENSMUSG00000009035.9	1032	-0.509
ENSMUSG00000029405.12	8164	-0.37
ENSMUSG00000021843.12	1805	0.316
ENSMUSG00000040560.9	2175	-0.709
ENSMUSG00000029538.9	1386	-0.105
ENSMUSG00000027575.15	2204	-0.508
ENSMUSG00000054808.9	2451	0.473
ENSMUSG00000019961.12	2205	0.324
ENSMUSG00000024127.10	3238	0.249
ENSMUSG00000027244.10	1000	-0.599
ENSMUSG00000027244.10	1000	-0.608
ENSMUSG00000028478.14	3051	-0.565
ENSMUSG00000025369.10	6387	-0.498
ENSMUSG00000060261.11	3723	-0.331
ENSMUSG00000060261.11	3723	-0.144
ENSMUSG00000036435.9	1367	-0.595
ENSMUSG00000020297.6	13258	0.145
ENSMUSG00000003435.8	3106	0.212
ENSMUSG00000060279.9	2883	-0.658
ENSMUSG00000028649.13	3798	-0.503
ENSMUSG00000024212.8	2374	0.504
ENSMUSG00000029462.14	3517	0.409
ENSMUSG00000022629.12	2868	-0.56
ENSMUSG00000019943.9	4369	-0.693
ENSMUSG00000019943.9	4369	-0.659
ENSMUSG00000019943.9	4369	-0.644
ENSMUSG00000019943.9	4369	-0.726
ENSMUSG00000003810.8	1494	-0.693
ENSMUSG00000029148.11	2618	-0.455
ENSMUSG00000031511.10	2271	-0.589
ENSMUSG00000034647.10	2601	-0.436
ENSMUSG00000026860.12	2048	-0.704
ENSMUSG00000026860.12	2048	-0.614
ENSMUSG00000031342.13	7173	-0.31
ENSMUSG00000031865.11	5008	-0.405
ENSMUSG00000031865.11	5008	-0.576
ENSMUSG00000031865.11	5008	-0.551
ENSMUSG00000010453.8	1449	-0.672
ENSMUSG00000010453.8	1449	-0.651
ENSMUSG00000017421.14	4065	-0.565
ENSMUSG00000058799.10	1465	0.23
ENSMUSG00000034826.10	659	-0.663
ENSMUSG00000067786.12	93217	0.392
ENSMUSG00000067786.12	93217	0.37
ENSMUSG00000067786.12	93217	0.088
ENSMUSG00000067786.12	93217	0.242
ENSMUSG00000039262.12	5008	-0.516
ENSMUSG00000039262.12	5008	-0.503
ENSMUSG00000061136.9	1899	0.389
ENSMUSG00000009090.13	3173	-0.676
ENSMUSG00000026615.10	3817	-0.244
ENSMUSG00000030689.11	1098	0.416
ENSMUSG00000030689.11	1098	0.457
ENSMUSG00000030689.11	1098	0.509
ENSMUSG00000026657.12	2454	-0.583
ENSMUSG00000047454.7	1334	0.42
ENSMUSG00000047454.7	1334	0.268
ENSMUSG00000019528.14	789	-0.448
ENSMUSG00000027642.11	3701	-0.584
ENSMUSG00000004207.10	4180	-0.386
ENSMUSG00000038365.7	1288	-0.569
ENSMUSG00000021268.13	30166	0.239
ENSMUSG00000058835.10	1585	-0.524
ENSMUSG00000037032.11	6382	-0.444
ENSMUSG00000040687.12	2495	-0.467
ENSMUSG00000026305.11	736	-0.668
ENSMUSG00000026305.11	736	-0.647
ENSMUSG00000026305.11	736	-0.595
ENSMUSG00000022892.10	11162	0.117
ENSMUSG00000022892.10	11162	0.189
ENSMUSG00000040648.10	2945	-0.579
ENSMUSG00000040648.10	2945	-0.561
ENSMUSG00000040648.10	2945	-0.516
ENSMUSG00000040648.10	2945	-0.602
ENSMUSG00000047921.11	1484	-0.497
ENSMUSG00000052105.12	1002	-0.786
ENSMUSG00000040407.13	5457	0.373
ENSMUSG00000040407.13	5457	0.195
ENSMUSG00000026155.9	1930	-0.639
ENSMUSG00000026933.13	2459	-0.682
ENSMUSG00000047547.10	2452	-0.5
ENSMUSG00000057541.10	477	-0.745
ENSMUSG00000031153.12	1443	-0.711
ENSMUSG00000021262.10	2696	0.313
ENSMUSG00000017677.7	8571	-0.275
ENSMUSG00000011958.13	1130	-0.164
ENSMUSG00000005417.13	1454	-0.14
ENSMUSG00000039735.11	7776	-0.171
ENSMUSG00000026743.12	666	-0.484
ENSMUSG00000028863.9	2097	-0.512
ENSMUSG00000103508.1	0	-0.362
ENSMUSG00000103508.1	0	-0.308
ENSMUSG00000103508.1	0	0.507
ENSMUSG00000103508.1	0	-0.391
ENSMUSG00000103508.1	0	0.241
ENSMUSG00000103508.1	0	0.339
ENSMUSG00000027523.15	19848	-0.583
ENSMUSG00000024381.11	2404	-0.528
ENSMUSG00000024381.11	2404	-0.337
ENSMUSG00000024381.11	2404	-0.64
ENSMUSG00000022636.9	1154	0.571
ENSMUSG00000022636.9	1154	0.701
ENSMUSG00000042590.12	1155	-0.462
ENSMUSG00000036422.6	1627	0.566
ENSMUSG00000032076.14	7883	-0.34
ENSMUSG00000032076.14	7883	0.676
ENSMUSG00000021693.15	1218	-0.768
ENSMUSG00000068663.9	973	-0.543
ENSMUSG00000025006.11	969	0.287
ENSMUSG00000026782.11	3501	-0.506
ENSMUSG00000026782.11	3501	-0.571
ENSMUSG00000026782.11	3501	-0.643
ENSMUSG00000057738.9	6793	-0.384
ENSMUSG00000045983.11	4716	-0.653
ENSMUSG00000001143.9	1304	-0.691
ENSMUSG00000039089.10	1351	0.651
ENSMUSG00000033295.9	3215	0.526
ENSMUSG00000033295.9	3215	-0.757
ENSMUSG00000033295.9	3215	-0.474
ENSMUSG00000033295.9	3215	0.57
ENSMUSG00000029106.10	5745	-0.538
ENSMUSG00000029106.10	5745	-0.546
ENSMUSG00000019302.12	4674	-0.374
ENSMUSG00000027455.12	2548	-0.507
ENSMUSG00000028218.15	998	-0.191
ENSMUSG00000027455.12	2548	-0.491
ENSMUSG00000031864.11	1475	-0.668
ENSMUSG00000013236.12	10448	0.36
ENSMUSG00000013236.12	10448	0.265
ENSMUSG00000027550.10	999	0.503
ENSMUSG00000027012.11	3952	-0.503
ENSMUSG00000005881.9	2984	-0.208
ENSMUSG00000005881.9	2984	-0.569
ENSMUSG00000005881.9	2984	-0.395
ENSMUSG00000024985.14	25365	-0.362
ENSMUSG00000024985.14	25365	-0.458
ENSMUSG00000024985.14	25365	-0.432
ENSMUSG00000024985.14	25365	-0.294
ENSMUSG00000024985.14	25365	-0.379
ENSMUSG00000024985.14	25365	-0.381
ENSMUSG00000031328.11	3539	-0.347
ENSMUSG00000043909.12	5667	0.489
ENSMUSG00000023092.12	3365	-0.388
ENSMUSG00000023092.12	3365	-0.392
ENSMUSG00000023092.12	3365	-0.396
ENSMUSG00000048118.13	888	-0.609
ENSMUSG00000019920.13	823	-0.23
ENSMUSG00000019920.13	823	-0.261
ENSMUSG00000019920.13	823	-0.23
ENSMUSG00000019920.13	823	-0.226
ENSMUSG00000000325.11	2338	-0.443
ENSMUSG00000024983.9	949	-0.683
ENSMUSG00000031708.11	7071	0.481
ENSMUSG00000032366.11	2330	0.529
ENSMUSG00000021047.6	4988	0.428
ENSMUSG00000021047.6	4988	0.625
ENSMUSG00000034120.14	6485	-0.058
ENSMUSG00000057406.12	3654	-0.433
ENSMUSG00000031256.7	2110	-0.539
ENSMUSG00000047879.12	3344	0.288
ENSMUSG00000032463.6	958	-0.452
ENSMUSG00000033392.11	6135	-0.445
ENSMUSG00000033392.11	6135	-0.61
ENSMUSG00000008489.14	4946	-0.28
ENSMUSG00000028184.8	4268	-0.561
ENSMUSG00000028184.8	4268	-0.554
ENSMUSG00000021427.9	3888	-0.204
ENSMUSG00000021427.9	3888	-0.206
ENSMUSG00000024392.13	1359	0.497
ENSMUSG00000024826.10	1779	-0.561
ENSMUSG00000032178.9	5573	0.238
ENSMUSG00000022801.9	1302	0.552
ENSMUSG00000024044.11	1998	-0.6
ENSMUSG00000024044.11	1998	-0.571
ENSMUSG00000024044.11	1998	-0.573
ENSMUSG00000028455.11	1224	0.163
ENSMUSG00000024908.10	1442	-0.473
ENSMUSG00000023021.11	1378	-0.622
ENSMUSG00000041020.10	1034	-0.591
ENSMUSG00000026987.12	2103	-0.649
ENSMUSG00000036940.11	1271	-0.544
ENSMUSG00000030557.12	1325	-0.593
ENSMUSG00000029538.9	1386	-0.052
ENSMUSG00000029538.9	1386	-0.068
ENSMUSG00000022568.12	463	-0.62
ENSMUSG00000031442.16	5284	-0.593
ENSMUSG00000054808.9	2451	-0.267
ENSMUSG00000031078.11	4430	-0.288
ENSMUSG00000052337.11	2882	-0.239
ENSMUSG00000017677.7	8571	-0.28
ENSMUSG00000025006.11	969	0.275
ENSMUSG00000034902.13	4270	-0.696
ENSMUSG00000042323.12	3698	-0.387
ENSMUSG00000008489.14	4946	-0.301
ENSMUSG00000024563.11	1115	0.382
ENSMUSG00000009079.12	8390	-0.063
ENSMUSG00000060261.11	3723	-0.124
ENSMUSG00000052105.12	1002	-0.564
ENSMUSG00000034274.7	1089	-0.297
ENSMUSG00000020866.13	619	-0.966
ENSMUSG00000027035.6	1918	-0.501
ENSMUSG00000049550.13	2439	0.106
ENSMUSG00000021268.13	30166	0.159
ENSMUSG00000049659.11	1081	-0.565
ENSMUSG00000024985.14	25365	0.495
ENSMUSG00000033653.13	1371	-0.593
ENSMUSG00000024985.14	25365	-0.379
ENSMUSG00000027601.9	604	-0.346
ENSMUSG00000021268.13	30166	0.16
ENSMUSG00000031561.11	1865	-0.718
ENSMUSG00000031367.11	2149	-0.222
ENSMUSG00000025871.14	4976	0.132
ENSMUSG00000031626.12	1859	-0.463
ENSMUSG00000031561.11	1865	-0.681
ENSMUSG00000086316.3	1013	0.284
ENSMUSG00000019920.13	823	-0.142
ENSMUSG00000028863.9	2097	-0.582
ENSMUSG00000056342.12	2580	-0.533
ENSMUSG00000014402.10	3639	0.263
ENSMUSG00000057406.12	3654	-0.439
ENSMUSG00000020598.11	4426	-0.312
ENSMUSG00000035152.10	4727	-0.299
ENSMUSG00000028161.13	3587	-0.174
ENSMUSG00000002010.13	2193	-0.195
ENSMUSG00000028284.9	950	0.466
ENSMUSG00000027210.16	1719	-0.351
ENSMUSG00000071454.9	588	0.696
ENSMUSG00000052337.11	2882	-0.318
ENSMUSG00000009569.10	528	-0.161
ENSMUSG00000021268.13	30166	0.249
ENSMUSG00000025006.11	969	-0.404
ENSMUSG00000032114.8	528	-0.555
ENSMUSG00000032560.9	546	-0.518
ENSMUSG00000040785.13	25178	0.219
ENSMUSG00000024381.11	2404	-0.305
ENSMUSG00000024392.13	1359	0.336
ENSMUSG00000031284.12	6306	-0.134
ENSMUSG00000035504.12	96	-0.824
ENSMUSG00000031093.10	542	-0.659
ENSMUSG00000011832.11	3575	-0.502
ENSMUSG00000024302.11	981	0.474
ENSMUSG00000024302.11	981	0.465
ENSMUSG00000017670.12	2707	-0.363
ENSMUSG00000021268.13	30166	0.211
ENSMUSG00000064302.9	3717	-0.321
ENSMUSG00000028760.12	2170	-0.404
ENSMUSG00000032497.11	802	-0.386
ENSMUSG00000021268.13	30166	0.209
ENSMUSG00000052105.12	1002	-0.477
ENSMUSG00000020640.9	449	-0.627
ENSMUSG00000030852.11	1640	-0.174
ENSMUSG00000032178.9	5573	0.072
ENSMUSG00000039367.9	2341	-0.357
ENSMUSG00000026159.9	951	0.496
ENSMUSG00000039218.12	6037	-0.145
ENSMUSG00000069601.9	4280	-0.508
ENSMUSG00000026657.12	2454	-0.685
ENSMUSG00000019861.10	866	-0.597
ENSMUSG00000034243.12	1044	0.53
ENSMUSG00000037236.10	11047	0.074
