Gene	count	psi
ENSMUSG00000026414.9	153244	0.338
ENSMUSG00000026414.9	153244	0.351
ENSMUSG00000026414.9	153244	0.348
ENSMUSG00000026414.9	153244	0.174
ENSMUSG00000026414.9	153244	0.377
ENSMUSG00000064080.8	7515	-0.113
ENSMUSG00000024646.9	1545	0.059
ENSMUSG00000051747.10	90066	0.359
ENSMUSG00000039671.14	1391	-0.574
ENSMUSG00000026193.11	12552	0.19
ENSMUSG00000027406.8	6856	0.222
ENSMUSG00000057897.10	138	1.0
ENSMUSG00000039218.12	6039	-0.131
ENSMUSG00000039233.8	729	-0.181
ENSMUSG00000027406.8	6856	0.226
ENSMUSG00000002100.11	55862	-0.082
ENSMUSG00000038695.8	1601	-0.085
ENSMUSG00000018417.10	1455	0.882
ENSMUSG00000069601.9	2054	-0.808
ENSMUSG00000002100.11	55862	-0.095
ENSMUSG00000022892.10	7418	0.117
ENSMUSG00000028773.8	8944	1.0
ENSMUSG00000041444.10	205	0.905
ENSMUSG00000051747.10	90066	0.284
ENSMUSG00000025781.10	20401	0.093
ENSMUSG00000051747.10	90066	0.265
ENSMUSG00000035863.9	1847	-0.313
ENSMUSG00000027630.9	750	-0.866
ENSMUSG00000020268.9	390	-1.0
ENSMUSG00000032443.11	9	-1.0
ENSMUSG00000028364.11	1731	0.364
ENSMUSG00000042213.12	106	-0.736
ENSMUSG00000032735.10	340	1.0
ENSMUSG00000032384.11	596	0.684
ENSMUSG00000026414.9	153244	0.132
ENSMUSG00000001247.12	246	0.302
ENSMUSG00000073007.6	27	-0.676
ENSMUSG00000024663.13	688	-0.447
ENSMUSG00000051747.10	90066	0.395
ENSMUSG00000029020.9	8456	-0.23
ENSMUSG00000022483.12	599	0.193
ENSMUSG00000064043.9	613	0.61
ENSMUSG00000028364.11	1731	0.355
ENSMUSG00000022483.12	599	0.188
ENSMUSG00000042472.10	1261	0.75
ENSMUSG00000000782.11	190	0.473
ENSMUSG00000022483.12	599	0.145
ENSMUSG00000061723.13	72	-0.677
ENSMUSG00000025221.11	256	0.63
ENSMUSG00000051747.10	90066	0.403
ENSMUSG00000051747.10	90066	-0.129
ENSMUSG00000037936.11	1820	-0.19
ENSMUSG00000031575.13	1802	-0.115
ENSMUSG00000103627.1	0	0.556
ENSMUSG00000051747.10	90066	-0.193
ENSMUSG00000028364.11	1731	0.464
ENSMUSG00000097039.4	49	0.774
ENSMUSG00000025809.11	18218	-0.039
ENSMUSG00000051747.10	90066	0.341
ENSMUSG00000042870.10	45	0.611
ENSMUSG00000087380.3	10	0.876
ENSMUSG00000051747.10	90066	0.282
