Gene	count	psi
ENSMUSG00000015937.10	7063	-0.036
ENSMUSG00000015937.10	7063	-0.036
ENSMUSG00000025026.10	3135	0.391
ENSMUSG00000021268.13	10378	-0.24
ENSMUSG00000021268.13	10378	-0.167
ENSMUSG00000021268.13	10378	-0.178
ENSMUSG00000066306.8	3540	-0.422
ENSMUSG00000035325.12	5317	0.382
ENSMUSG00000035325.12	5317	0.392
ENSMUSG00000022483.12	31371	0.208
ENSMUSG00000022483.12	31371	0.209
ENSMUSG00000022483.12	31371	0.153
ENSMUSG00000027985.10	1583	-0.279
ENSMUSG00000021268.13	10378	-0.139
ENSMUSG00000066306.8	3540	-0.442
ENSMUSG00000027680.11	1445	-0.311
ENSMUSG00000027620.12	9542	-0.186
ENSMUSG00000021268.13	10378	-0.133
ENSMUSG00000061723.13	560	-0.808
ENSMUSG00000022483.12	31371	0.476
ENSMUSG00000025781.10	5263	0.076
ENSMUSG00000021268.13	10378	-0.1
ENSMUSG00000021268.13	10378	0.358
ENSMUSG00000061816.11	2519	-0.51
ENSMUSG00000026427.12	1140	-0.916
ENSMUSG00000005481.13	2408	-0.07
ENSMUSG00000017421.14	5773	-0.186
ENSMUSG00000027620.12	9542	-0.153
ENSMUSG00000028693.11	4207	0.193
ENSMUSG00000025006.11	628	-0.442
ENSMUSG00000035863.9	2315	-0.125
ENSMUSG00000028649.13	2096	-0.324
ENSMUSG00000022139.12	3066	0.382
ENSMUSG00000021000.11	1403	-0.151
ENSMUSG00000057236.10	9367	-0.222
ENSMUSG00000099703.2	3	0.952
ENSMUSG00000028364.11	3405	0.532
ENSMUSG00000038665.11	44	1.0
ENSMUSG00000023349.10	22	-1.0
ENSMUSG00000079110.7	96	-1.0
ENSMUSG00000024381.11	2466	-0.077
ENSMUSG00000001518.10	682	-0.793
ENSMUSG00000022246.9	1909	0.377
ENSMUSG00000028364.11	3405	0.529
ENSMUSG00000061723.13	560	-0.623
ENSMUSG00000021144.10	484	-0.408
ENSMUSG00000061723.13	560	0.871
ENSMUSG00000039218.12	7257	-0.089
ENSMUSG00000028693.11	4207	0.204
ENSMUSG00000057230.9	270	-1.0
ENSMUSG00000026566.11	3903	-0.184
ENSMUSG00000064179.9	2573	-0.297
ENSMUSG00000096950.2	4	1.0
ENSMUSG00000004071.8	2309	-0.156
ENSMUSG00000001576.10	2205	-0.901
ENSMUSG00000016921.10	6463	-0.03
ENSMUSG00000035642.12	567	0.8
ENSMUSG00000060261.11	6202	-0.072
ENSMUSG00000026987.12	1810	-0.547
ENSMUSG00000029406.11	197	0.783
ENSMUSG00000032374.10	1761	-0.328
ENSMUSG00000014164.10	60	1.0
ENSMUSG00000024534.11	1353	0.389
ENSMUSG00000002064.10	993	-0.738
ENSMUSG00000055762.11	3233	-0.028
ENSMUSG00000038695.8	767	-0.109
ENSMUSG00000057229.7	458	0.691
ENSMUSG00000071337.7	5384	-0.142
ENSMUSG00000021215.10	3696	-0.21
ENSMUSG00000021144.10	484	-0.536
ENSMUSG00000061315.9	2000	-0.022
ENSMUSG00000026987.12	1810	-0.704
ENSMUSG00000026566.11	3903	-0.216
ENSMUSG00000028399.13	2183	-0.252
ENSMUSG00000032384.11	720	0.841
ENSMUSG00000040374.9	958	0.255
ENSMUSG00000028693.11	4207	0.193
ENSMUSG00000039128.9	2749	-0.052
ENSMUSG00000028273.11	558	-0.224
ENSMUSG00000085385.3	710	-0.221
ENSMUSG00000026566.11	3903	-0.21
ENSMUSG00000037994.10	47	-0.652
ENSMUSG00000001151.9	1101	-0.517
ENSMUSG00000063576.7	2465	-0.095
ENSMUSG00000017421.14	5773	-0.103
ENSMUSG00000039128.9	2749	-0.175
ENSMUSG00000028910.8	441	-0.14
ENSMUSG00000032388.6	2196	-0.033
ENSMUSG00000033419.11	215	0.752
ENSMUSG00000005899.8	1187	-0.198
ENSMUSG00000035126.15	153	-0.514
ENSMUSG00000055612.11	3388	-0.04
ENSMUSG00000032497.11	671	-0.367
ENSMUSG00000039318.8	1000	-0.072
ENSMUSG00000050174.11	69	0.625
ENSMUSG00000028809.12	5267	-0.066
ENSMUSG00000029406.11	197	-0.787
ENSMUSG00000022892.10	5162	0.081
ENSMUSG00000071337.7	5384	-0.199
ENSMUSG00000020439.13	1485	-0.092
ENSMUSG00000020111.11	1927	-0.095
ENSMUSG00000048747.10	108	0.538
ENSMUSG00000027620.12	9542	-0.08
ENSMUSG00000097039.4	51	-0.6
ENSMUSG00000028556.11	2121	0.21
ENSMUSG00000030498.10	6058	-0.52
ENSMUSG00000030498.10	6058	-0.83
ENSMUSG00000022568.12	733	-0.12
ENSMUSG00000028373.12	53	0.593
ENSMUSG00000031960.10	2982	0.315
ENSMUSG00000021823.9	2632	-0.043
ENSMUSG00000022884.10	3443	0.15
ENSMUSG00000022517.12	2541	-0.162
ENSMUSG00000068823.6	10635	-0.02
ENSMUSG00000050174.11	69	0.66
ENSMUSG00000063275.11	370	-0.183
ENSMUSG00000026585.9	1818	-0.19
ENSMUSG00000028745.14	5733	-0.018
ENSMUSG00000038495.10	907	0.469
ENSMUSG00000021096.10	677	-0.166
ENSMUSG00000046879.6	113	0.631
ENSMUSG00000063576.7	2465	-0.071
ENSMUSG00000029207.12	1826	-0.316
ENSMUSG00000032497.11	671	-0.257
ENSMUSG00000021774.8	2005	-0.627
ENSMUSG00000061315.9	2000	-0.021
ENSMUSG00000039375.12	20	0.774
ENSMUSG00000026950.12	2269	0.832
ENSMUSG00000039128.9	2749	-0.193
ENSMUSG00000030246.7	3525	-0.067
ENSMUSG00000038248.8	225	0.401
ENSMUSG00000060261.11	6202	-0.061
ENSMUSG00000036435.9	797	0.338
ENSMUSG00000028949.9	1304	-0.084
ENSMUSG00000058056.11	3338	-0.062
ENSMUSG00000054003.9	15	0.782
ENSMUSG00000061723.13	560	0.715
ENSMUSG00000028364.11	3405	0.419
ENSMUSG00000021820.12	1226	-0.081
ENSMUSG00000019790.12	282	-0.881
ENSMUSG00000022517.12	2541	-0.058
ENSMUSG00000055202.7	104	0.478
ENSMUSG00000028107.10	809	-0.593
ENSMUSG00000036053.12	661	-0.449
ENSMUSG00000097353.1	41	-0.804
