Gene	count	psi
ENSMUSG00000031585.9	983	-0.238
ENSMUSG00000060450.9	6892	-0.298
ENSMUSG00000028207.14	2669	-0.428
ENSMUSG00000028207.14	2669	-0.341
ENSMUSG00000033793.8	4082	0.354
ENSMUSG00000022681.10	1823	0.442
ENSMUSG00000022681.10	1823	0.438
ENSMUSG00000037935.12	2711	0.603
ENSMUSG00000037935.12	2711	0.29
ENSMUSG00000031105.12	513	-0.725
ENSMUSG00000031105.12	513	-0.711
ENSMUSG00000025871.14	4885	0.514
ENSMUSG00000025871.14	4885	0.232
ENSMUSG00000025871.14	4885	0.269
ENSMUSG00000025871.14	4885	0.214
ENSMUSG00000052584.9	1266	0.157
ENSMUSG00000031996.12	11256	-0.403
ENSMUSG00000055762.11	2296	-0.393
ENSMUSG00000070880.6	2428	0.968
ENSMUSG00000021820.12	3473	-0.641
ENSMUSG00000021493.11	2039	-0.461
ENSMUSG00000031422.12	7026	0.46
ENSMUSG00000031422.12	7026	0.631
ENSMUSG00000057421.8	2150	-0.322
ENSMUSG00000040354.10	2188	-0.403
ENSMUSG00000035203.11	1914	0.528
ENSMUSG00000019188.12	2978	-0.405
ENSMUSG00000032340.7	2176	0.594
ENSMUSG00000049550.13	2296	0.521
ENSMUSG00000064302.9	2600	-0.446
ENSMUSG00000022884.10	4676	0.105
ENSMUSG00000022884.10	4676	0.094
ENSMUSG00000009079.12	9983	-0.186
ENSMUSG00000029405.12	8248	-0.323
ENSMUSG00000040560.9	1819	-0.704
ENSMUSG00000027575.15	2459	-0.449
ENSMUSG00000022199.10	5087	-0.608
ENSMUSG00000022199.10	5087	-0.327
ENSMUSG00000028478.14	3637	-0.372
ENSMUSG00000028478.14	3637	-0.479
ENSMUSG00000024127.10	3794	0.202
ENSMUSG00000086316.3	1138	0.351
ENSMUSG00000025369.10	5122	-0.453
ENSMUSG00000060279.9	3405	-0.531
ENSMUSG00000028745.14	5617	-0.058
ENSMUSG00000029462.14	3988	0.324
ENSMUSG00000029148.11	3399	-0.401
ENSMUSG00000031342.13	7602	-0.375
ENSMUSG00000017421.14	4358	-0.528
ENSMUSG00000034826.10	724	-0.477
ENSMUSG00000034826.10	724	-0.588
ENSMUSG00000067786.12	38663	0.367
ENSMUSG00000067786.12	38663	0.283
ENSMUSG00000061136.9	2265	0.308
ENSMUSG00000067786.12	38663	0.07
ENSMUSG00000067786.12	38663	0.139
ENSMUSG00000009090.13	3546	-0.616
ENSMUSG00000047454.7	1649	0.455
ENSMUSG00000027642.11	5562	-0.438
ENSMUSG00000037032.11	5583	-0.325
ENSMUSG00000022892.10	14066	0.196
ENSMUSG00000040648.10	2371	-0.52
ENSMUSG00000040648.10	2371	-0.576
ENSMUSG00000040648.10	2371	-0.512
ENSMUSG00000040407.13	4045	0.327
ENSMUSG00000026155.9	1914	-0.471
ENSMUSG00000047547.10	3217	-0.449
ENSMUSG00000031153.12	1447	-0.611
ENSMUSG00000017677.7	7634	-0.308
ENSMUSG00000017677.7	7634	-0.33
ENSMUSG00000017677.7	7634	-0.297
ENSMUSG00000017677.7	7634	-0.324
ENSMUSG00000005871.10	4330	-0.354
ENSMUSG00000028863.9	1531	-0.556
ENSMUSG00000103508.1	0	0.425
ENSMUSG00000103508.1	0	-0.351
ENSMUSG00000103508.1	0	0.292
ENSMUSG00000103508.1	0	0.393
ENSMUSG00000022636.9	1810	0.636
ENSMUSG00000032076.14	3887	-0.475
ENSMUSG00000032076.14	3887	0.55
ENSMUSG00000042590.12	1384	-0.548
ENSMUSG00000057738.9	5672	-0.304
ENSMUSG00000019302.12	5492	-0.298
ENSMUSG00000031864.11	1508	-0.62
ENSMUSG00000026585.9	4277	-0.402
ENSMUSG00000027012.11	3764	-0.301
ENSMUSG00000005881.9	3439	-0.43
ENSMUSG00000032114.8	877	-0.581
ENSMUSG00000023092.12	4062	-0.359
ENSMUSG00000023092.12	4062	-0.321
ENSMUSG00000011832.11	3096	-0.492
ENSMUSG00000031708.11	11322	0.364
ENSMUSG00000036782.9	3294	-0.355
ENSMUSG00000032366.11	4928	-0.08
ENSMUSG00000021047.6	4920	0.715
ENSMUSG00000034120.14	7435	-0.042
ENSMUSG00000057406.12	2929	-0.491
ENSMUSG00000057406.12	2929	-0.443
ENSMUSG00000022483.12	1486	0.697
ENSMUSG00000022483.12	1486	0.618
ENSMUSG00000022483.12	1486	0.78
ENSMUSG00000022483.12	1486	0.782
ENSMUSG00000022483.12	1486	0.697
ENSMUSG00000022483.12	1486	0.683
ENSMUSG00000008489.14	4733	-0.348
ENSMUSG00000028184.8	5759	-0.599
ENSMUSG00000032178.9	5550	0.228
ENSMUSG00000024044.11	4229	-0.502
ENSMUSG00000024044.11	4229	-0.469
ENSMUSG00000023021.11	1676	-0.529
ENSMUSG00000030519.10	3816	-0.323
ENSMUSG00000041020.10	1425	-0.606
ENSMUSG00000026150.10	4922	-0.324
ENSMUSG00000026150.10	4922	-0.473
ENSMUSG00000034243.12	1142	0.615
ENSMUSG00000031511.10	2320	-0.442
ENSMUSG00000030689.11	1420	0.413
ENSMUSG00000029106.10	6718	-0.402
ENSMUSG00000021288.14	11050	0.137
ENSMUSG00000025871.14	4885	0.591
ENSMUSG00000027601.9	616	-0.524
ENSMUSG00000024212.8	2175	0.535
ENSMUSG00000026860.12	2079	-0.597
ENSMUSG00000026615.10	4569	-0.237
ENSMUSG00000021693.15	1341	-0.572
ENSMUSG00000032366.11	4928	0.247
ENSMUSG00000022681.10	1823	0.335
ENSMUSG00000086316.3	1138	0.45
ENSMUSG00000014402.10	3301	0.304
ENSMUSG00000019920.13	1559	-0.146
ENSMUSG00000047879.12	3654	0.219
ENSMUSG00000040785.13	22448	0.256
ENSMUSG00000031511.10	2320	-0.446
ENSMUSG00000018395.15	4760	-0.301
ENSMUSG00000027455.12	2651	-0.192
ENSMUSG00000042605.11	829	-0.527
ENSMUSG00000026987.12	1830	-0.714
ENSMUSG00000070880.6	2428	0.978
ENSMUSG00000060261.11	4205	-0.303
ENSMUSG00000031256.7	2403	-0.507
ENSMUSG00000103508.1	0	-0.335
ENSMUSG00000037935.12	2711	0.418
ENSMUSG00000058070.10	1647	-0.179
ENSMUSG00000032114.8	877	-0.503
ENSMUSG00000052584.9	1266	0.121
ENSMUSG00000030689.11	1420	0.49
ENSMUSG00000028863.9	1531	-0.451
ENSMUSG00000043909.12	4531	0.414
ENSMUSG00000037935.12	2711	0.596
ENSMUSG00000056121.11	1072	-0.499
ENSMUSG00000030498.10	350	-0.416
ENSMUSG00000036940.11	1177	-0.497
ENSMUSG00000032076.14	3887	-0.145
ENSMUSG00000019920.13	1559	-0.128
ENSMUSG00000033885.10	1774	-0.532
ENSMUSG00000005583.12	728	-0.6
ENSMUSG00000031105.12	513	-0.713
ENSMUSG00000000538.14	2521	0.369
ENSMUSG00000021262.10	2154	0.27
ENSMUSG00000049550.13	2296	0.122
ENSMUSG00000071454.9	933	0.618
ENSMUSG00000003810.8	1172	-0.636
ENSMUSG00000027012.11	3764	-0.126
ENSMUSG00000026860.12	2079	-0.468
ENSMUSG00000049550.13	2296	-0.398
ENSMUSG00000003435.8	3548	0.241
ENSMUSG00000056342.12	2299	-0.469
ENSMUSG00000028218.15	1193	-0.162
ENSMUSG00000021268.13	38219	0.184
ENSMUSG00000011877.9	440	-0.737
ENSMUSG00000029815.9	732	0.283
ENSMUSG00000026987.12	1830	-0.841
ENSMUSG00000029207.12	2902	-0.482
ENSMUSG00000039735.11	4303	-0.094
ENSMUSG00000026743.12	899	-0.41
ENSMUSG00000071454.9	933	0.645
ENSMUSG00000040785.13	22448	0.221
ENSMUSG00000009569.10	624	-0.141
ENSMUSG00000031068.7	2160	-0.079
ENSMUSG00000019943.9	7735	-0.48
ENSMUSG00000061689.11	3127	0.369
ENSMUSG00000021820.12	3473	-0.224
ENSMUSG00000017421.14	4358	0.119
ENSMUSG00000039262.12	4169	-0.364
ENSMUSG00000022681.10	1823	0.339
ENSMUSG00000022744.8	2410	-0.36
ENSMUSG00000024381.11	2768	-0.388
ENSMUSG00000036054.11	2469	0.48
ENSMUSG00000032340.7	2176	-0.507
ENSMUSG00000063077.10	6005	-0.368
ENSMUSG00000009079.12	9983	-0.06
ENSMUSG00000031105.12	513	-0.695
ENSMUSG00000028759.9	4327	0.266
ENSMUSG00000034799.12	1536	-0.617
ENSMUSG00000004631.11	784	-0.381
ENSMUSG00000040407.13	4045	0.124
ENSMUSG00000019943.9	7735	-0.486
ENSMUSG00000024044.11	4229	-0.465
ENSMUSG00000019961.12	2814	0.313
ENSMUSG00000022681.10	1823	0.325
ENSMUSG00000021268.13	38219	0.099
ENSMUSG00000001036.13	1583	-0.294
ENSMUSG00000028184.8	5759	-0.46
ENSMUSG00000024983.9	854	-0.572
ENSMUSG00000068663.9	935	-0.488
ENSMUSG00000020598.11	3022	-0.499
ENSMUSG00000027550.10	1080	0.511
ENSMUSG00000026782.11	3014	-0.447
ENSMUSG00000068739.9	3859	-0.133
ENSMUSG00000027244.10	955	-0.541
ENSMUSG00000026933.13	1759	-0.536
ENSMUSG00000026987.12	1830	-0.373
ENSMUSG00000028519.12	1270	0.169
ENSMUSG00000027404.11	3871	-0.026
ENSMUSG00000017677.7	7634	-0.224
ENSMUSG00000008489.14	4733	-0.219
ENSMUSG00000021268.13	38219	0.114
ENSMUSG00000019188.12	2978	-0.366
ENSMUSG00000060261.11	4205	-0.268
ENSMUSG00000048118.13	953	-0.439
ENSMUSG00000032178.9	5550	0.068
ENSMUSG00000042605.11	829	0.392
ENSMUSG00000022801.9	1241	0.495
ENSMUSG00000022681.10	1823	0.215
ENSMUSG00000027035.6	1431	-0.396
ENSMUSG00000026825.13	2006	-0.249
ENSMUSG00000010453.8	1301	-0.568
ENSMUSG00000061689.11	3127	0.236
ENSMUSG00000020598.11	3022	-0.46
ENSMUSG00000054162.11	3456	-0.352
ENSMUSG00000034120.14	7435	-0.026
ENSMUSG00000024830.12	780	-0.361
ENSMUSG00000028399.13	2793	-0.596
ENSMUSG00000008489.14	4733	-0.206
ENSMUSG00000037935.12	2711	0.7
ENSMUSG00000024127.10	3794	0.155
ENSMUSG00000008489.14	4733	-0.175
ENSMUSG00000016382.11	1129	-0.245
ENSMUSG00000058799.10	1662	0.225
ENSMUSG00000039128.9	2212	-0.226
ENSMUSG00000029538.9	1723	-0.068
ENSMUSG00000024381.11	2768	-0.691
ENSMUSG00000027601.9	616	-0.321
ENSMUSG00000037138.12	869	-0.51
ENSMUSG00000026150.10	4922	-0.251
ENSMUSG00000071337.7	5333	-0.225
ENSMUSG00000020451.13	3836	-0.183
ENSMUSG00000026825.13	2006	-0.788
ENSMUSG00000022629.12	2152	-0.569
ENSMUSG00000072663.7	49	0.946
ENSMUSG00000022099.12	2947	0.4
ENSMUSG00000053768.9	1465	-0.362
ENSMUSG00000031561.11	1891	-0.765
ENSMUSG00000019943.9	7735	-0.467
ENSMUSG00000022744.8	2410	-0.303
ENSMUSG00000024908.10	1524	-0.37
ENSMUSG00000034647.10	2287	-0.381
ENSMUSG00000069631.10	693	-0.618
ENSMUSG00000049044.12	974	0.67
ENSMUSG00000061689.11	3127	0.095
ENSMUSG00000013236.12	8458	0.122
ENSMUSG00000000325.11	2273	-0.338
ENSMUSG00000002010.13	3132	-0.183
ENSMUSG00000017176.13	1589	-0.06
ENSMUSG00000028184.8	5759	-0.378
ENSMUSG00000058835.10	1714	-0.455
ENSMUSG00000005871.10	4330	0.28
ENSMUSG00000032267.7	716	-0.443
ENSMUSG00000022744.8	2410	-0.336
ENSMUSG00000013539.9	1257	-0.246
ENSMUSG00000027244.10	955	-0.566
ENSMUSG00000005871.10	4330	0.262
ENSMUSG00000059208.10	4173	0.052
ENSMUSG00000026527.9	891	0.952
ENSMUSG00000053819.12	3749	-0.607
ENSMUSG00000050379.11	2292	0.112
ENSMUSG00000040711.7	839	-0.533
ENSMUSG00000049659.11	1047	-0.457
ENSMUSG00000031367.11	2576	-0.217
ENSMUSG00000022681.10	1823	0.35
ENSMUSG00000024050.11	1207	0.52
ENSMUSG00000025495.10	1671	0.158
ENSMUSG00000071454.9	933	-0.472
ENSMUSG00000039128.9	2212	-0.066
ENSMUSG00000052584.9	1266	0.45
ENSMUSG00000041642.14	2793	-0.544
ENSMUSG00000036435.9	1219	-0.427
ENSMUSG00000020598.11	3022	-0.494
ENSMUSG00000058835.10	1714	0.836
ENSMUSG00000029106.10	6718	-0.444
ENSMUSG00000074238.2	2045	0.354
ENSMUSG00000026782.11	3014	-0.419
ENSMUSG00000019920.13	1559	-0.084
ENSMUSG00000028649.13	3225	-0.383
ENSMUSG00000026959.9	2000	0.56
ENSMUSG00000060261.11	4205	-0.086
ENSMUSG00000025237.11	3761	-0.206
ENSMUSG00000020598.11	3022	-0.105
ENSMUSG00000027523.15	29654	-0.426
ENSMUSG00000038729.16	14	-0.4
ENSMUSG00000052516.13	3472	-0.459
ENSMUSG00000078517.7	1861	-0.506
ENSMUSG00000037400.12	1193	-0.546
ENSMUSG00000020166.10	2057	-0.105
ENSMUSG00000097039.4	101	0.871
ENSMUSG00000051855.11	8942	0.032
ENSMUSG00000057541.10	631	-0.546
ENSMUSG00000020290.10	2865	-0.098
ENSMUSG00000028760.12	2219	-0.392
ENSMUSG00000034252.10	1080	-0.355
ENSMUSG00000033352.7	3065	-0.298
ENSMUSG00000078247.3	107	1.0
ENSMUSG00000030519.10	3816	-0.463
ENSMUSG00000026289.11	1469	-0.337
ENSMUSG00000033543.13	1556	0.259
ENSMUSG00000039262.12	4169	-0.383
ENSMUSG00000064115.9	2549	0.432
ENSMUSG00000085576.2	16	-1.0
ENSMUSG00000028455.11	1646	0.114
ENSMUSG00000036712.10	700	-0.273
ENSMUSG00000026634.12	1169	-0.081
ENSMUSG00000009035.9	1407	-0.33
ENSMUSG00000069601.9	4123	-0.417
ENSMUSG00000022551.7	5374	-0.92
ENSMUSG00000026289.11	1469	-0.506
ENSMUSG00000037935.12	2711	0.213
ENSMUSG00000024392.13	1149	0.309
ENSMUSG00000020598.11	3022	-0.211
ENSMUSG00000041570.10	1358	-0.533
ENSMUSG00000032463.6	1000	-0.358
ENSMUSG00000031290.10	280	0.697
ENSMUSG00000009772.11	161	-0.62
ENSMUSG00000029471.9	1296	-0.229
ENSMUSG00000025237.11	3761	-0.092
ENSMUSG00000018865.8	2866	0.31
ENSMUSG00000075415.9	1805	-0.602
ENSMUSG00000036073.13	584	0.288
ENSMUSG00000001143.9	1553	-0.438
ENSMUSG00000063146.7	541	-0.645
ENSMUSG00000020166.10	2057	-0.097
ENSMUSG00000087381.4	46	1.0
ENSMUSG00000020064.8	619	-0.553
ENSMUSG00000063889.12	342	0.912
ENSMUSG00000024826.10	2066	-0.384
ENSMUSG00000031442.16	3665	-0.523
ENSMUSG00000032558.14	171	-0.814
ENSMUSG00000068205.10	1020	0.273
ENSMUSG00000030172.11	2507	0.48
ENSMUSG00000004980.12	20539	1.0
