Gene	count	psi
ENSMUSG00000028478.14	3385	-0.178
ENSMUSG00000024985.14	8005	-0.48
ENSMUSG00000037032.11	4904	-0.311
ENSMUSG00000034813.12	823	-0.92
ENSMUSG00000029106.10	8858	-0.218
ENSMUSG00000040797.12	236	0.791
ENSMUSG00000055762.11	3466	-0.077
ENSMUSG00000005553.9	27	-0.959
ENSMUSG00000053441.4	109	-0.885
ENSMUSG00000038671.11	1812	1.0
ENSMUSG00000001998.11	654	-1.0
ENSMUSG00000038671.11	1812	1.0
ENSMUSG00000059974.6	1240	0.866
ENSMUSG00000020220.12	876	-1.0
ENSMUSG00000037211.8	476	0.145
ENSMUSG00000059742.6	531	1.0
ENSMUSG00000021268.13	10347	-0.068
ENSMUSG00000091896.3	2761	-0.717
ENSMUSG00000027012.11	6365	-0.227
ENSMUSG00000053768.9	2240	-0.202
ENSMUSG00000052572.11	175	-1.0
ENSMUSG00000068036.10	4250	-0.344
ENSMUSG00000060279.9	3364	-0.151
ENSMUSG00000031865.11	6661	-0.266
ENSMUSG00000029106.10	8858	-0.141
ENSMUSG00000005881.9	2810	-0.176
ENSMUSG00000028863.9	1996	-0.286
ENSMUSG00000033295.9	10000	-0.166
ENSMUSG00000005417.13	2169	-0.053
ENSMUSG00000024163.13	5696	0.667
ENSMUSG00000070371.7	133	0.731
ENSMUSG00000026811.14	322	0.784
ENSMUSG00000101556.1	3	0.871
ENSMUSG00000022771.11	3752	0.746
ENSMUSG00000040648.10	4001	-0.162
ENSMUSG00000024985.14	8005	-0.195
ENSMUSG00000024985.14	8005	-0.27
ENSMUSG00000028207.14	2689	-0.156
ENSMUSG00000037935.12	7074	0.277
ENSMUSG00000097755.1	54	0.746
ENSMUSG00000086496.1	833	0.625
ENSMUSG00000031169.9	531	-0.628
ENSMUSG00000064115.9	562	-0.631
ENSMUSG00000086496.1	833	0.726
ENSMUSG00000042671.8	1666	0.66
ENSMUSG00000043987.13	809	-0.8
ENSMUSG00000027630.9	2304	0.609
ENSMUSG00000078495.6	122	-0.772
ENSMUSG00000026312.13	741	-0.785
ENSMUSG00000009079.12	23236	-0.026
ENSMUSG00000029071.12	289	-0.454
ENSMUSG00000038671.11	1812	0.772
ENSMUSG00000020792.11	2758	-0.218
ENSMUSG00000030231.8	1265	-0.908
ENSMUSG00000060126.10	1985	0.634
ENSMUSG00000073236.4	422	0.558
ENSMUSG00000019302.12	2282	-0.323
ENSMUSG00000003812.9	947	0.485
ENSMUSG00000047986.8	80	0.452
ENSMUSG00000063077.10	12231	-0.209
ENSMUSG00000025747.8	3779	0.478
ENSMUSG00000044566.11	80	0.708
ENSMUSG00000017978.14	183	0.651
