Gene	count	psi
ENSMUSG00000037935.12	3687	0.619
ENSMUSG00000053768.9	1211	-0.411
ENSMUSG00000055762.11	1877	-0.368
ENSMUSG00000021493.11	1604	-0.285
ENSMUSG00000031422.12	6662	0.224
ENSMUSG00000031422.12	6662	0.372
ENSMUSG00000022884.10	4268	0.104
ENSMUSG00000009079.12	10269	-0.154
ENSMUSG00000028478.14	3574	-0.435
ENSMUSG00000060261.11	4749	-0.144
ENSMUSG00000060279.9	2925	-0.463
ENSMUSG00000029148.11	3006	-0.29
ENSMUSG00000010453.8	1200	-0.683
ENSMUSG00000017421.14	4808	-0.378
ENSMUSG00000061136.9	2597	0.247
ENSMUSG00000027642.11	4345	-0.375
ENSMUSG00000037032.11	5301	-0.323
ENSMUSG00000040407.13	4421	0.291
ENSMUSG00000024381.11	2146	-0.431
ENSMUSG00000032076.14	4067	-0.27
ENSMUSG00000032076.14	4067	0.407
ENSMUSG00000029106.10	6123	-0.354
ENSMUSG00000031864.11	1390	-0.345
ENSMUSG00000027012.11	4595	-0.307
ENSMUSG00000005881.9	2926	-0.355
ENSMUSG00000031708.11	8061	0.274
ENSMUSG00000021047.6	4929	0.571
ENSMUSG00000028184.8	5203	-0.435
ENSMUSG00000024826.10	2093	-0.392
ENSMUSG00000030519.10	3412	-0.3
ENSMUSG00000026150.10	4924	-0.276
ENSMUSG00000031585.9	967	-0.195
ENSMUSG00000037935.12	3687	0.285
ENSMUSG00000067786.12	43166	0.211
ENSMUSG00000034826.10	660	-0.369
ENSMUSG00000029106.10	6123	-0.351
ENSMUSG00000020792.11	2049	-0.398
ENSMUSG00000019188.12	2896	-0.301
ENSMUSG00000019188.12	2896	-0.292
ENSMUSG00000022483.12	2703	0.231
ENSMUSG00000022483.12	2703	0.305
ENSMUSG00000042590.12	1049	-0.389
ENSMUSG00000022483.12	2703	0.303
ENSMUSG00000033295.9	4056	0.419
ENSMUSG00000003810.8	1050	-0.667
ENSMUSG00000025369.10	5927	-0.342
ENSMUSG00000024127.10	2628	0.199
ENSMUSG00000022884.10	4268	0.094
ENSMUSG00000005871.10	4025	-0.174
ENSMUSG00000005881.9	2926	-0.184
ENSMUSG00000056121.11	1058	-0.411
ENSMUSG00000103508.1	0	0.362
ENSMUSG00000047547.10	1916	-0.259
ENSMUSG00000049550.13	1984	0.454
ENSMUSG00000024044.11	3421	-0.457
ENSMUSG00000026155.9	1772	-0.406
ENSMUSG00000028759.9	4433	0.232
ENSMUSG00000022483.12	2703	0.299
ENSMUSG00000040354.10	1762	-0.214
ENSMUSG00000032463.6	880	-0.39
ENSMUSG00000039367.9	2429	-0.38
ENSMUSG00000019920.13	1257	-0.135
ENSMUSG00000057421.8	1824	-0.206
ENSMUSG00000030689.11	999	0.308
ENSMUSG00000060261.11	4749	-0.126
ENSMUSG00000026150.10	4924	-0.247
ENSMUSG00000017677.7	8517	-0.27
ENSMUSG00000022199.10	3024	-0.554
ENSMUSG00000032114.8	825	-0.478
ENSMUSG00000063077.10	7183	-0.365
ENSMUSG00000022199.10	3024	-0.302
ENSMUSG00000023092.12	2828	-0.334
ENSMUSG00000026782.11	3064	-0.472
ENSMUSG00000004631.11	896	-0.343
ENSMUSG00000103508.1	0	0.178
ENSMUSG00000019961.12	2943	0.264
ENSMUSG00000020792.11	2049	-0.374
ENSMUSG00000022483.12	2703	0.465
ENSMUSG00000022892.10	10957	0.159
ENSMUSG00000042323.12	4499	-0.32
ENSMUSG00000035203.11	1497	0.392
ENSMUSG00000040549.12	2872	-0.416
ENSMUSG00000009090.13	2733	-0.318
ENSMUSG00000029207.12	2931	-0.483
ENSMUSG00000047879.12	3183	0.196
ENSMUSG00000031996.12	8590	-0.228
ENSMUSG00000022636.9	1040	0.408
ENSMUSG00000022483.12	2703	0.462
ENSMUSG00000028218.15	1109	-0.153
ENSMUSG00000033793.8	4346	0.243
ENSMUSG00000023021.11	1416	-0.358
ENSMUSG00000040560.9	1682	-0.593
ENSMUSG00000026860.12	1682	-0.411
ENSMUSG00000021820.12	2268	-0.357
ENSMUSG00000019302.12	3780	-0.273
ENSMUSG00000019920.13	1257	-0.117
ENSMUSG00000037935.12	3687	0.549
ENSMUSG00000009079.12	10269	-0.056
ENSMUSG00000103508.1	0	0.282
ENSMUSG00000057738.9	6076	-0.262
ENSMUSG00000036529.13	2183	0.496
ENSMUSG00000030689.11	999	0.407
ENSMUSG00000024969.11	1199	0.899
ENSMUSG00000002496.9	1972	-0.45
ENSMUSG00000070880.6	825	0.748
