Gene	count	psi
ENSMUSG00000024302.11	1762	0.595
ENSMUSG00000024302.11	1762	0.578
ENSMUSG00000024302.11	1762	0.591
ENSMUSG00000026150.10	6258	-0.316
ENSMUSG00000026150.10	6258	-0.348
ENSMUSG00000026150.10	6258	-0.491
ENSMUSG00000020792.11	3064	-0.466
ENSMUSG00000020792.11	3064	-0.45
ENSMUSG00000060450.9	10616	-0.3
ENSMUSG00000040481.12	1458	-0.704
ENSMUSG00000028207.14	3050	-0.48
ENSMUSG00000028207.14	3050	-0.4
ENSMUSG00000022744.8	3003	-0.349
ENSMUSG00000033793.8	5055	0.173
ENSMUSG00000033793.8	5055	0.345
ENSMUSG00000033885.10	1997	-0.687
ENSMUSG00000037935.12	3461	0.547
ENSMUSG00000037935.12	3461	0.272
ENSMUSG00000037935.12	3461	0.715
ENSMUSG00000037935.12	3461	0.661
ENSMUSG00000037935.12	3461	0.607
ENSMUSG00000037935.12	3461	0.395
ENSMUSG00000021772.10	2533	0.244
ENSMUSG00000025871.14	6797	0.62
ENSMUSG00000025871.14	6797	0.312
ENSMUSG00000025871.14	6797	0.336
ENSMUSG00000025871.14	6797	0.288
ENSMUSG00000025871.14	6797	0.706
ENSMUSG00000056121.11	1344	-0.474
ENSMUSG00000052584.9	1567	0.454
ENSMUSG00000052584.9	1567	0.137
ENSMUSG00000031996.12	13087	-0.414
ENSMUSG00000062184.7	2231	-0.573
ENSMUSG00000055762.11	2210	-0.488
ENSMUSG00000030852.11	1988	-0.222
ENSMUSG00000021820.12	3784	-0.702
ENSMUSG00000021820.12	3784	-0.218
ENSMUSG00000033352.7	3545	-0.362
ENSMUSG00000021493.11	2165	-0.193
ENSMUSG00000021493.11	2165	-0.636
ENSMUSG00000021493.11	2165	-0.543
ENSMUSG00000031422.12	8399	0.698
ENSMUSG00000031422.12	8399	0.528
ENSMUSG00000031422.12	8399	0.688
ENSMUSG00000057421.8	2409	-0.316
ENSMUSG00000057421.8	2409	-0.182
ENSMUSG00000040354.10	2592	-0.414
ENSMUSG00000035203.11	2578	0.539
ENSMUSG00000038729.16	12	-0.628
ENSMUSG00000019188.12	3881	-0.483
ENSMUSG00000019188.12	3881	-0.448
ENSMUSG00000032340.7	3053	0.557
ENSMUSG00000032340.7	3053	-0.578
ENSMUSG00000032340.7	3053	0.661
ENSMUSG00000049550.13	2638	0.524
ENSMUSG00000049550.13	2638	0.147
ENSMUSG00000042520.12	3616	0.374
ENSMUSG00000037400.12	1321	-0.604
ENSMUSG00000020598.11	5633	-0.53
ENSMUSG00000020598.11	5633	-0.356
ENSMUSG00000032570.12	3410	-0.426
ENSMUSG00000064302.9	4073	-0.499
ENSMUSG00000022884.10	5088	0.138
ENSMUSG00000022884.10	5088	0.154
ENSMUSG00000009079.12	10711	-0.192
ENSMUSG00000061689.11	4629	0.173
ENSMUSG00000061689.11	4629	0.522
ENSMUSG00000061689.11	4629	0.355
ENSMUSG00000061689.11	4629	0.276
