Gene	count	psi
ENSMUSG00000026193.11	4629	0.32
ENSMUSG00000028906.11	9943	-0.5
ENSMUSG00000024646.9	5479	-0.115
ENSMUSG00000028693.11	2948	0.195
ENSMUSG00000025290.12	3868	0.12
ENSMUSG00000032336.13	2447	0.069
ENSMUSG00000026193.11	4629	0.302
ENSMUSG00000031960.10	5866	0.337
ENSMUSG00000025495.10	4639	-0.14
ENSMUSG00000043323.12	92	-0.948
ENSMUSG00000029106.10	6949	-0.242
ENSMUSG00000022307.11	878	1.0
ENSMUSG00000063652.6	47	1.0
ENSMUSG00000039065.10	222	1.0
ENSMUSG00000030598.11	56	-0.738
ENSMUSG00000049550.13	900	0.085
ENSMUSG00000028364.11	357	0.455
ENSMUSG00000032498.5	1058	1.0
ENSMUSG00000039163.9	304	-1.0
ENSMUSG00000004980.12	26337	0.243
ENSMUSG00000039128.9	2676	-1.0
ENSMUSG00000002477.4	2831	0.799
ENSMUSG00000028995.10	2536	0.191
ENSMUSG00000004980.12	26337	0.238
ENSMUSG00000027078.10	10373	0.814
ENSMUSG00000028483.9	692	-0.823
ENSMUSG00000085028.2	72	-0.899
ENSMUSG00000060073.5	2896	-1.0
ENSMUSG00000041164.11	377	-0.811
ENSMUSG00000004980.12	26337	0.17
ENSMUSG00000004980.12	26337	0.17
ENSMUSG00000074865.6	59	0.656
ENSMUSG00000028809.12	4341	0.039
ENSMUSG00000031342.13	162	-0.669
ENSMUSG00000035325.12	2366	-0.316
ENSMUSG00000039065.10	222	0.613
ENSMUSG00000085028.2	72	-0.821
ENSMUSG00000066406.10	2181	-0.403
ENSMUSG00000025728.10	5263	0.619
ENSMUSG00000017677.7	1431	0.246
ENSMUSG00000053835.13	198	0.616
ENSMUSG00000059974.6	36	-0.599
ENSMUSG00000053835.13	198	0.619
ENSMUSG00000028175.11	339	-0.321
ENSMUSG00000029106.10	6949	-0.095
ENSMUSG00000028364.11	357	0.442
ENSMUSG00000090120.1	2	0.8
ENSMUSG00000003299.9	1788	-0.835
ENSMUSG00000052584.9	10	-0.587
ENSMUSG00000017677.7	1431	0.255
ENSMUSG00000025728.10	5263	0.77
ENSMUSG00000026193.11	4629	0.215
ENSMUSG00000026211.13	438	0.625
ENSMUSG00000025529.10	66	-0.554
ENSMUSG00000089862.4	562	-0.794
ENSMUSG00000059022.10	55	-0.553
ENSMUSG00000049606.12	550	-0.703
ENSMUSG00000074415.6	52	0.904
ENSMUSG00000006586.11	1092	0.445
ENSMUSG00000025006.11	848	0.623
ENSMUSG00000026131.13	110	-0.591
ENSMUSG00000027620.12	6007	0.194
ENSMUSG00000033088.14	498	-0.189
ENSMUSG00000030629.10	3047	-0.369
ENSMUSG00000039770.5	2842	-0.154
ENSMUSG00000078923.6	78	-0.304
ENSMUSG00000039218.12	5338	0.079
ENSMUSG00000021745.9	120	-0.684
ENSMUSG00000037266.14	8889	-0.055
ENSMUSG00000036469.12	28	0.844
ENSMUSG00000029106.10	6949	-0.192
ENSMUSG00000026596.9	248	-0.81
ENSMUSG00000030708.9	69	0.514
ENSMUSG00000028073.11	343	-0.411
ENSMUSG00000026867.14	4739	-0.879
ENSMUSG00000029106.10	6949	-0.166
ENSMUSG00000021000.11	2027	-0.19
ENSMUSG00000029916.8	343	-0.631
ENSMUSG00000015882.13	624	0.337
ENSMUSG00000034480.14	95	-0.615
ENSMUSG00000023868.11	31	0.875
ENSMUSG00000037536.9	1522	0.506
ENSMUSG00000066406.10	2181	-0.385
ENSMUSG00000085498.1	87	0.453
ENSMUSG00000011831.12	1416	-0.33
ENSMUSG00000049606.12	550	-0.451
ENSMUSG00000031167.12	1854	0.021
ENSMUSG00000028402.13	186	-0.522
ENSMUSG00000056458.12	11	-0.714
ENSMUSG00000020814.9	81	0.678
ENSMUSG00000053460.7	868	0.078
ENSMUSG00000019943.9	1520	0.141
ENSMUSG00000055447.14	8789	-0.065
ENSMUSG00000003282.5	135	-0.629
ENSMUSG00000061723.13	42	0.569
ENSMUSG00000035325.12	2366	-0.268
ENSMUSG00000040761.12	548	0.313
ENSMUSG00000023951.12	56	-0.7
ENSMUSG00000053835.13	198	0.419
ENSMUSG00000022641.11	466	-0.397
ENSMUSG00000103270.1	92	0.539
ENSMUSG00000056458.12	11	-0.704
ENSMUSG00000026867.14	4739	-0.06
ENSMUSG00000057335.7	386	-0.334
ENSMUSG00000024985.14	1085	-0.429
ENSMUSG00000004677.11	528	-0.367
ENSMUSG00000058806.10	79	-0.718
ENSMUSG00000028073.11	343	-0.34
ENSMUSG00000029141.12	480	-0.405
ENSMUSG00000078143.3	211	0.243
ENSMUSG00000063063.8	21	-0.477
ENSMUSG00000025127.11	352	0.803
ENSMUSG00000020910.12	235	0.738
ENSMUSG00000045273.8	1092	-0.437
ENSMUSG00000024921.12	249	-0.332
ENSMUSG00000045095.12	130	0.461
ENSMUSG00000024381.11	688	0.302
ENSMUSG00000053460.7	868	0.079
ENSMUSG00000024426.13	227	-0.4
ENSMUSG00000031078.11	2264	0.179
ENSMUSG00000046962.11	256	-0.421
ENSMUSG00000042035.7	769	0.339
ENSMUSG00000004980.12	26337	0.138
ENSMUSG00000024045.5	2129	0.112
ENSMUSG00000027333.14	3342	0.136
ENSMUSG00000024758.10	3471	0.012
ENSMUSG00000002342.13	962	0.284
ENSMUSG00000045251.9	222	0.31
ENSMUSG00000032411.11	4221	0.151
ENSMUSG00000021000.11	2027	-0.244
ENSMUSG00000057335.7	386	-0.292
ENSMUSG00000026150.10	4109	-0.076
ENSMUSG00000059474.9	501	0.53
ENSMUSG00000019188.12	1702	-0.4
ENSMUSG00000049327.13	1959	-0.215
ENSMUSG00000036501.6	620	0.264
ENSMUSG00000011096.12	853	0.631
ENSMUSG00000027333.14	3342	0.227
ENSMUSG00000024122.12	1515	-0.374
ENSMUSG00000037112.12	380	-0.339
ENSMUSG00000087107.3	2386	0.294
ENSMUSG00000059895.8	6127	-0.076
ENSMUSG00000027361.11	1079	-0.117
ENSMUSG00000059895.8	6127	-0.068
ENSMUSG00000075184.2	392	-0.175
ENSMUSG00000046138.10	157	-0.28
ENSMUSG00000024646.9	5479	0.098
ENSMUSG00000023764.14	135	-0.36
ENSMUSG00000005886.10	581	0.5
ENSMUSG00000023044.1	579	-0.275
ENSMUSG00000036402.9	949	-0.228
ENSMUSG00000025495.10	4639	-0.032
ENSMUSG00000033526.12	196	0.631
ENSMUSG00000018666.9	1639	0.25
ENSMUSG00000035206.9	2516	0.067
ENSMUSG00000040599.9	1192	0.163
ENSMUSG00000045962.12	2013	0.287
ENSMUSG00000098306.3	0	-0.209
ENSMUSG00000002342.13	962	0.114
ENSMUSG00000061816.11	156	-0.516
ENSMUSG00000037536.9	1522	0.162
ENSMUSG00000019943.9	1520	0.107
ENSMUSG00000020467.11	59	-0.258
ENSMUSG00000042097.13	153	-0.377
ENSMUSG00000020516.11	1489	0.057
ENSMUSG00000029780.10	6400	-0.298
ENSMUSG00000087174.3	366	-0.388
ENSMUSG00000030766.11	438	-0.209
ENSMUSG00000028906.11	9943	-0.05
