Gene	count	psi
ENSMUSG00000028207.14	3020	-0.393
ENSMUSG00000033793.8	4493	0.346
ENSMUSG00000037935.12	1327	0.488
ENSMUSG00000053768.9	1188	-0.478
ENSMUSG00000031105.12	593	-0.717
ENSMUSG00000031105.12	593	-0.714
ENSMUSG00000056121.11	1095	-0.488
ENSMUSG00000056121.11	1095	-0.541
ENSMUSG00000052584.9	1559	0.154
ENSMUSG00000063077.10	11130	-0.457
ENSMUSG00000031996.12	9537	-0.429
ENSMUSG00000034243.12	1462	0.663
ENSMUSG00000055762.11	1391	-0.476
ENSMUSG00000004631.11	600	-0.481
ENSMUSG00000070880.6	2985	0.91
ENSMUSG00000021820.12	3460	-0.621
ENSMUSG00000027601.9	489	-0.676
ENSMUSG00000021493.11	1464	-0.609
ENSMUSG00000031422.12	5961	0.453
ENSMUSG00000031422.12	5961	0.628
ENSMUSG00000057421.8	1392	-0.313
ENSMUSG00000040354.10	1937	-0.397
ENSMUSG00000035203.11	1799	0.553
ENSMUSG00000019188.12	2804	-0.415
ENSMUSG00000019188.12	2804	-0.402
ENSMUSG00000049550.13	2322	0.556
ENSMUSG00000029207.12	3597	-0.537
ENSMUSG00000037400.12	1349	-0.593
ENSMUSG00000064302.9	4076	-0.344
ENSMUSG00000022884.10	4441	0.105
ENSMUSG00000009079.12	5602	-0.248
ENSMUSG00000029405.12	8480	-0.321
ENSMUSG00000040560.9	2838	-0.685
ENSMUSG00000027575.15	1767	-0.487
ENSMUSG00000024127.10	5263	0.211
ENSMUSG00000027244.10	1112	-0.614
ENSMUSG00000028478.14	3184	-0.469
ENSMUSG00000028478.14	3184	-0.578
ENSMUSG00000025369.10	5541	-0.511
ENSMUSG00000025369.10	5541	-0.506
ENSMUSG00000060261.11	3594	-0.321
ENSMUSG00000036435.9	1528	-0.527
ENSMUSG00000060279.9	3236	-0.562
ENSMUSG00000028745.14	2856	-0.07
ENSMUSG00000029462.14	3838	0.336
ENSMUSG00000003810.8	2123	-0.69
ENSMUSG00000029148.11	2699	-0.412
ENSMUSG00000031511.10	2997	-0.569
ENSMUSG00000031511.10	2997	-0.555
ENSMUSG00000026860.12	1574	-0.639
ENSMUSG00000026860.12	1574	-0.534
ENSMUSG00000031342.13	8237	-0.365
ENSMUSG00000017421.14	4576	-0.607
ENSMUSG00000061136.9	2415	0.318
ENSMUSG00000034826.10	610	-0.755
ENSMUSG00000067786.12	35202	0.321
ENSMUSG00000067786.12	35202	0.257
ENSMUSG00000009090.13	3022	-0.649
ENSMUSG00000052337.11	3535	-0.428
ENSMUSG00000052337.11	3535	-0.265
ENSMUSG00000052337.11	3535	-0.378
ENSMUSG00000052337.11	3535	-0.364
ENSMUSG00000026615.10	4075	-0.264
ENSMUSG00000030689.11	1166	0.413
ENSMUSG00000047454.7	2176	0.425
ENSMUSG00000027642.11	3777	-0.577
ENSMUSG00000058835.10	1574	-0.565
ENSMUSG00000022892.10	12388	0.222
ENSMUSG00000040407.13	6176	0.359
ENSMUSG00000026155.9	2051	-0.458
ENSMUSG00000047547.10	2349	-0.384
ENSMUSG00000069601.9	7961	-0.758
ENSMUSG00000017677.7	10812	-0.379
ENSMUSG00000017677.7	10812	-0.359
ENSMUSG00000017677.7	10812	-0.461
ENSMUSG00000028863.9	1603	-0.479
ENSMUSG00000027523.15	25742	-0.635
ENSMUSG00000024381.11	1717	-0.528
ENSMUSG00000024381.11	1717	-0.609
ENSMUSG00000022636.9	2540	0.597
ENSMUSG00000032076.14	4410	-0.413
ENSMUSG00000032076.14	4410	0.511
ENSMUSG00000042590.12	1271	-0.671
ENSMUSG00000021693.15	2052	-0.62
ENSMUSG00000057738.9	9826	-0.314
ENSMUSG00000045983.11	4224	-0.462
ENSMUSG00000033295.9	2325	0.544
ENSMUSG00000029106.10	5655	-0.544
ENSMUSG00000029106.10	5655	-0.469
ENSMUSG00000027455.12	2226	-0.231
ENSMUSG00000031864.11	1754	-0.669
ENSMUSG00000027012.11	5242	-0.385
ENSMUSG00000005881.9	3272	-0.495
ENSMUSG00000032114.8	979	-0.65
ENSMUSG00000043909.12	6073	0.445
ENSMUSG00000023092.12	4719	-0.376
ENSMUSG00000031708.11	13150	0.371
ENSMUSG00000021047.6	7751	0.669
ENSMUSG00000034120.14	7456	-0.046
ENSMUSG00000057406.12	4609	-0.539
ENSMUSG00000057406.12	4609	-0.501
ENSMUSG00000031256.7	2634	-0.585
ENSMUSG00000032463.6	1018	-0.433
ENSMUSG00000031068.7	1955	-0.128
ENSMUSG00000028184.8	8938	-0.559
ENSMUSG00000024826.10	1462	-0.513
ENSMUSG00000024044.11	3458	-0.547
ENSMUSG00000024044.11	3458	-0.525
ENSMUSG00000028455.11	1376	0.184
ENSMUSG00000023021.11	1465	-0.537
ENSMUSG00000030519.10	3693	-0.335
ENSMUSG00000026150.10	5924	-0.237
ENSMUSG00000026150.10	5924	-0.332
ENSMUSG00000026150.10	5924	-0.418
ENSMUSG00000020792.11	2199	-0.476
ENSMUSG00000020792.11	2199	-0.479
ENSMUSG00000020792.11	2199	-0.548
ENSMUSG00000031585.9	678	-0.278
ENSMUSG00000031105.12	593	-0.74
ENSMUSG00000056342.12	4331	-0.524
ENSMUSG00000032340.7	2611	-0.576
ENSMUSG00000022884.10	4441	0.097
ENSMUSG00000022568.12	565	-0.612
ENSMUSG00000002010.13	3019	-0.211
ENSMUSG00000054808.9	1937	0.553
ENSMUSG00000071454.9	1106	0.654
ENSMUSG00000028863.9	1603	-0.587
ENSMUSG00000024908.10	1661	-0.475
ENSMUSG00000019302.12	5458	-0.302
ENSMUSG00000040940.14	1317	-0.623
ENSMUSG00000025871.14	4786	0.183
ENSMUSG00000027244.10	1112	-0.627
ENSMUSG00000103508.1	0	0.229
ENSMUSG00000025871.14	4786	0.166
ENSMUSG00000034252.10	1397	-0.437
ENSMUSG00000023022.9	481	-0.386
ENSMUSG00000026305.11	929	-0.57
ENSMUSG00000004980.12	9725	-0.188
ENSMUSG00000028649.13	8925	0.595
ENSMUSG00000067786.12	35202	0.127
ENSMUSG00000039262.12	6304	-0.398
ENSMUSG00000047879.12	3439	0.226
ENSMUSG00000019920.13	937	-0.21
ENSMUSG00000033352.7	3315	-0.39
ENSMUSG00000031105.12	593	-0.725
ENSMUSG00000004207.10	3455	-0.385
ENSMUSG00000024392.13	1827	0.348
ENSMUSG00000026634.12	1249	-0.143
ENSMUSG00000028759.9	4040	0.294
ENSMUSG00000071454.9	1106	-0.55
ENSMUSG00000103508.1	0	0.354
ENSMUSG00000052516.13	7053	-0.541
ENSMUSG00000019920.13	937	-0.191
ENSMUSG00000033295.9	2325	-0.553
ENSMUSG00000040785.13	31409	0.237
ENSMUSG00000025871.14	4786	0.236
ENSMUSG00000004980.12	9725	-0.256
ENSMUSG00000022801.9	1456	0.543
ENSMUSG00000026933.13	2539	-0.6
ENSMUSG00000026305.11	929	-0.647
ENSMUSG00000004980.12	9725	-0.25
ENSMUSG00000010453.8	1072	-0.687
ENSMUSG00000030541.12	2072	-0.077
ENSMUSG00000025871.14	4786	0.469
ENSMUSG00000022681.10	1730	0.392
ENSMUSG00000040648.10	3840	-0.488
ENSMUSG00000026159.9	1622	0.48
ENSMUSG00000025871.14	4786	0.592
ENSMUSG00000032076.14	4410	-0.149
ENSMUSG00000069601.9	7961	-0.446
ENSMUSG00000031153.12	1085	-0.604
ENSMUSG00000060450.9	7881	-0.252
ENSMUSG00000037032.11	4444	-0.307
ENSMUSG00000024983.9	845	-0.674
ENSMUSG00000068739.9	3730	-0.155
ENSMUSG00000070047.8	1633	-0.862
ENSMUSG00000074227.7	687	-0.291
ENSMUSG00000026782.11	4293	-0.472
ENSMUSG00000032570.12	2665	-0.447
ENSMUSG00000032114.8	979	-0.529
ENSMUSG00000060261.11	3594	-0.247
ENSMUSG00000008489.14	5663	-0.283
ENSMUSG00000040940.14	1317	-0.596
ENSMUSG00000069601.9	7961	-0.456
ENSMUSG00000086316.3	1130	0.3
ENSMUSG00000031093.10	660	-0.704
ENSMUSG00000071454.9	1106	0.656
ENSMUSG00000069601.9	7961	-0.758
ENSMUSG00000026987.12	2221	-0.699
ENSMUSG00000029538.9	1244	-0.092
ENSMUSG00000005417.13	2120	-0.075
ENSMUSG00000032267.7	846	-0.46
ENSMUSG00000060261.11	3594	-0.278
ENSMUSG00000028184.8	8938	-0.478
ENSMUSG00000005583.12	617	-0.595
ENSMUSG00000023092.12	4719	-0.301
ENSMUSG00000031561.11	3624	-0.679
ENSMUSG00000057541.10	510	-0.587
ENSMUSG00000073563.2	1383	-0.415
ENSMUSG00000075415.9	1435	-0.774
ENSMUSG00000037935.12	1327	0.279
ENSMUSG00000040407.13	6176	0.129
ENSMUSG00000009079.12	5602	-0.08
ENSMUSG00000030689.11	1166	0.478
ENSMUSG00000032560.9	809	-0.559
ENSMUSG00000070880.6	2985	0.95
ENSMUSG00000031865.11	3779	-0.332
ENSMUSG00000024212.8	1251	0.528
ENSMUSG00000027035.6	2613	-0.403
ENSMUSG00000001036.13	1923	-0.305
ENSMUSG00000033885.10	1920	-0.632
ENSMUSG00000017670.12	2441	-0.444
ENSMUSG00000015937.10	4169	-0.032
ENSMUSG00000064302.9	4076	-0.48
ENSMUSG00000026585.9	6123	-0.331
ENSMUSG00000034902.13	4454	-0.302
ENSMUSG00000032366.11	2576	0.324
ENSMUSG00000019861.10	987	-0.622
ENSMUSG00000090625.1	22920	-0.027
ENSMUSG00000027012.11	5242	-0.12
ENSMUSG00000040648.10	3840	-0.546
ENSMUSG00000033295.9	2325	0.434
ENSMUSG00000036940.11	1781	-0.414
ENSMUSG00000097039.4	89	0.842
ENSMUSG00000029538.9	1244	-0.052
ENSMUSG00000069631.10	667	-0.644
ENSMUSG00000020598.11	4620	-0.428
ENSMUSG00000022681.10	1730	0.403
ENSMUSG00000050017.7	2441	0.291
ENSMUSG00000000296.7	418	-0.434
ENSMUSG00000040354.10	1937	-0.136
ENSMUSG00000037315.10	224	-0.947
ENSMUSG00000053819.12	5827	-0.673
ENSMUSG00000011832.11	2494	-0.452
ENSMUSG00000032497.11	684	-0.465
ENSMUSG00000061306.11	1761	-0.444
ENSMUSG00000026782.11	4293	-0.549
ENSMUSG00000014402.10	3687	0.257
ENSMUSG00000021338.13	994	-0.583
ENSMUSG00000049550.13	2322	-0.418
ENSMUSG00000005881.9	3272	-0.303
ENSMUSG00000031561.11	3624	-0.712
ENSMUSG00000034799.12	1549	-0.617
ENSMUSG00000019961.12	2071	0.282
ENSMUSG00000059811.8	1148	-0.477
ENSMUSG00000036644.11	1170	-0.522
ENSMUSG00000028218.15	1235	-0.16
ENSMUSG00000042605.11	997	-0.491
ENSMUSG00000028760.12	3070	-0.499
ENSMUSG00000034647.10	3346	-0.399
ENSMUSG00000039262.12	6304	-0.431
ENSMUSG00000032178.9	4897	0.197
ENSMUSG00000069601.9	7961	-0.728
ENSMUSG00000022681.10	1730	0.291
ENSMUSG00000020598.11	4620	-0.366
ENSMUSG00000039844.15	938	-0.722
ENSMUSG00000027601.9	489	-0.389
ENSMUSG00000019920.13	937	-0.122
ENSMUSG00000026987.12	2221	-0.821
ENSMUSG00000037138.12	1097	-0.654
ENSMUSG00000022744.8	2162	-0.388
ENSMUSG00000028649.13	8925	0.615
ENSMUSG00000026566.11	2837	0.179
ENSMUSG00000008489.14	5663	-0.191
ENSMUSG00000026959.9	2870	0.596
ENSMUSG00000018848.4	1195	-0.102
ENSMUSG00000032826.12	9463	-0.388
ENSMUSG00000020598.11	4620	-0.455
ENSMUSG00000028207.14	3020	-0.266
ENSMUSG00000029815.9	612	0.27
ENSMUSG00000059921.11	1245	0.865
ENSMUSG00000021097.10	74	-0.943
ENSMUSG00000024038.12	2291	0.049
ENSMUSG00000020598.11	4620	-0.225
ENSMUSG00000021262.10	2577	0.254
ENSMUSG00000050379.11	2170	0.116
ENSMUSG00000026289.11	1622	-0.478
ENSMUSG00000068739.9	3730	-0.092
ENSMUSG00000069601.9	7961	-0.705
ENSMUSG00000031865.11	3779	-0.512
ENSMUSG00000001143.9	1013	-0.527
ENSMUSG00000028556.11	2745	-0.892
ENSMUSG00000067786.12	35202	0.054
ENSMUSG00000005610.12	35905	0.049
ENSMUSG00000041718.11	247	-0.972
ENSMUSG00000024206.10	126	-0.819
ENSMUSG00000068015.6	432	-0.724
ENSMUSG00000040481.12	2128	-0.587
ENSMUSG00000030733.9	1526	0.433
ENSMUSG00000042323.12	3239	-0.376
ENSMUSG00000021493.11	1464	-0.727
ENSMUSG00000028649.13	8925	-0.36
ENSMUSG00000037062.9	3218	-0.252
ENSMUSG00000037685.11	4200	-0.452
ENSMUSG00000025949.11	959	-0.385
ENSMUSG00000041570.10	3558	-0.497
ENSMUSG00000040481.12	2128	-0.571
ENSMUSG00000028184.8	8938	-0.363
ENSMUSG00000048078.12	2025	0.409
ENSMUSG00000026782.11	4293	-0.417
ENSMUSG00000041020.10	1189	-0.54
ENSMUSG00000028556.11	2745	-0.74
ENSMUSG00000069601.9	7961	-0.714
ENSMUSG00000027550.10	1284	0.483
ENSMUSG00000007411.11	1760	-0.234
ENSMUSG00000025237.11	5103	-0.206
ENSMUSG00000068663.9	1240	-0.512
ENSMUSG00000103508.1	0	0.436
ENSMUSG00000037795.10	1320	0.593
ENSMUSG00000051855.11	5558	0.036
ENSMUSG00000009569.10	534	-0.117
ENSMUSG00000027282.13	3638	-0.21
ENSMUSG00000031328.11	2161	-0.375
ENSMUSG00000040648.10	3840	-0.451
ENSMUSG00000005610.12	35905	0.025
ENSMUSG00000028456.13	568	-0.708
ENSMUSG00000078517.7	1746	-0.544
ENSMUSG00000062184.7	1436	-0.686
ENSMUSG00000022629.12	3074	-0.541
ENSMUSG00000008489.14	5663	-0.176
ENSMUSG00000040549.12	3980	-0.389
ENSMUSG00000037935.12	1327	0.613
ENSMUSG00000053877.8	4091	-0.365
ENSMUSG00000071454.9	1106	0.465
ENSMUSG00000037935.12	1327	0.239
ENSMUSG00000026131.13	686	0.382
ENSMUSG00000039089.10	840	0.568
ENSMUSG00000042590.12	1271	-0.322
ENSMUSG00000026289.11	1622	-0.493
ENSMUSG00000026825.13	3754	-0.228
ENSMUSG00000063077.10	11130	-0.29
ENSMUSG00000026458.9	941	-0.654
ENSMUSG00000057110.11	447	-0.702
ENSMUSG00000030002.11	1965	-0.244
ENSMUSG00000019528.14	1095	-0.295
ENSMUSG00000028556.11	2745	-0.686
ENSMUSG00000021326.7	1024	-0.099
ENSMUSG00000028556.11	2745	-0.299
ENSMUSG00000022744.8	2162	-0.403
ENSMUSG00000033885.10	1920	-0.427
ENSMUSG00000022744.8	2162	-0.35
ENSMUSG00000060450.9	7881	0.873
ENSMUSG00000030733.9	1526	0.505
ENSMUSG00000027035.6	2613	-0.486
ENSMUSG00000042772.11	2081	-0.402
ENSMUSG00000031626.12	2763	-0.355
ENSMUSG00000009418.11	5773	-0.497
ENSMUSG00000024603.7	2683	-0.329
ENSMUSG00000037608.11	4366	-0.189
ENSMUSG00000059208.10	2960	0.064
ENSMUSG00000064302.9	4076	-0.445
ENSMUSG00000028809.12	3651	-0.116
ENSMUSG00000006476.15	2321	0.436
ENSMUSG00000025237.11	5103	-0.094
ENSMUSG00000055436.14	4557	-0.09
ENSMUSG00000021427.9	3796	-0.198
ENSMUSG00000001017.11	2349	0.231
ENSMUSG00000001419.13	774	-0.604
ENSMUSG00000021427.9	3796	-0.204
ENSMUSG00000021427.9	3796	-0.171
ENSMUSG00000042472.10	965	-0.165
ENSMUSG00000026566.11	2837	0.247
ENSMUSG00000030852.11	1787	-0.161
ENSMUSG00000027523.15	25742	-0.166
ENSMUSG00000005610.12	35905	-0.044
ENSMUSG00000009035.9	750	-0.405
ENSMUSG00000030704.10	8984	0.066
ENSMUSG00000002496.9	2070	-0.449
ENSMUSG00000022681.10	1730	0.29
ENSMUSG00000103508.1	0	-0.335
ENSMUSG00000024830.12	571	-0.386
ENSMUSG00000026527.9	1117	0.878
ENSMUSG00000031012.13	3947	-0.599
