Gene	count	psi
ENSMUSG00000026193.11	10665	0.368
ENSMUSG00000026193.11	10665	0.281
ENSMUSG00000015937.10	4244	-0.111
ENSMUSG00000015937.10	4244	-0.11
ENSMUSG00000028906.11	2007	-0.185
ENSMUSG00000025372.12	999	-0.485
ENSMUSG00000022139.12	4610	0.496
ENSMUSG00000028745.14	6918	-0.049
ENSMUSG00000027985.10	1392	-0.712
ENSMUSG00000036087.14	686	-0.609
ENSMUSG00000025026.10	3555	0.424
ENSMUSG00000021268.13	14291	-0.164
ENSMUSG00000021268.13	14291	-0.251
ENSMUSG00000021268.13	14291	-0.388
ENSMUSG00000021268.13	14291	0.444
ENSMUSG00000021268.13	14291	-0.245
ENSMUSG00000022892.10	6850	0.206
ENSMUSG00000028693.11	2093	0.461
ENSMUSG00000028693.11	2093	0.453
ENSMUSG00000028693.11	2093	0.356
ENSMUSG00000066306.8	2847	-0.533
ENSMUSG00000066306.8	2847	-0.838
ENSMUSG00000021981.9	1082	-0.13
ENSMUSG00000024381.11	4119	-0.263
ENSMUSG00000032076.14	875	0.367
ENSMUSG00000026566.11	3633	-0.334
ENSMUSG00000026566.11	3633	-0.269
ENSMUSG00000025290.12	2013	0.182
ENSMUSG00000025290.12	2013	0.321
ENSMUSG00000035325.12	6678	0.602
ENSMUSG00000035325.12	6678	0.61
ENSMUSG00000061723.13	5222	-0.808
ENSMUSG00000023092.12	7927	0.204
ENSMUSG00000032612.10	2965	0.268
ENSMUSG00000022483.12	38994	0.726
ENSMUSG00000022483.12	38994	0.654
ENSMUSG00000022483.12	38994	0.726
ENSMUSG00000074513.5	245	-0.306
ENSMUSG00000035863.9	1964	-0.345
ENSMUSG00000061887.10	2207	0.439
ENSMUSG00000021000.11	1435	-0.252
ENSMUSG00000026594.10	1845	-0.236
ENSMUSG00000021268.13	14291	0.396
ENSMUSG00000030189.11	1225	0.398
ENSMUSG00000018417.10	2639	0.323
ENSMUSG00000025781.10	5559	0.131
ENSMUSG00000037936.11	1471	-0.456
ENSMUSG00000022425.11	2249	-0.197
ENSMUSG00000031565.13	4535	0.166
ENSMUSG00000024534.11	1441	0.469
ENSMUSG00000033295.9	4889	-0.405
ENSMUSG00000031565.13	4535	0.123
ENSMUSG00000055762.11	3281	-0.049
ENSMUSG00000022517.12	2596	-0.273
ENSMUSG00000021215.10	4192	-0.261
ENSMUSG00000032374.10	1810	-0.393
ENSMUSG00000064179.9	5171	-0.34
ENSMUSG00000005481.13	2544	-0.079
ENSMUSG00000025162.13	3588	-0.3
ENSMUSG00000025006.11	812	-0.494
ENSMUSG00000061315.9	2067	-0.015
ENSMUSG00000026743.12	916	-0.4
ENSMUSG00000022884.10	3892	0.193
ENSMUSG00000027680.11	1335	-0.467
ENSMUSG00000001151.9	1069	-0.593
ENSMUSG00000004562.12	3117	-0.368
ENSMUSG00000025006.11	812	-0.449
ENSMUSG00000037936.11	1471	-0.404
ENSMUSG00000040964.12	931	-0.515
ENSMUSG00000074513.5	245	-0.166
ENSMUSG00000024826.10	2236	-0.095
ENSMUSG00000022841.10	2341	0.066
ENSMUSG00000031342.13	738	-0.595
ENSMUSG00000023092.12	7927	0.126
ENSMUSG00000028649.13	2123	-0.138
ENSMUSG00000059263.7	3622	-0.096
ENSMUSG00000023460.8	784	0.194
ENSMUSG00000001247.12	853	0.325
ENSMUSG00000061723.13	5222	0.943
ENSMUSG00000035248.8	1618	-0.777
ENSMUSG00000038665.11	30	0.946
ENSMUSG00000029207.12	1402	-0.393
ENSMUSG00000027680.11	1335	-0.233
ENSMUSG00000029406.11	281	0.863
ENSMUSG00000021981.9	1082	-0.098
ENSMUSG00000020439.13	3525	0.646
ENSMUSG00000029471.9	738	-0.281
ENSMUSG00000033737.10	318	0.486
ENSMUSG00000022884.10	3892	0.164
ENSMUSG00000027763.9	3677	0.389
ENSMUSG00000053332.9	3145	-0.118
ENSMUSG00000025372.12	999	-0.272
ENSMUSG00000036435.9	734	0.459
ENSMUSG00000014554.9	881	-0.266
ENSMUSG00000048747.10	88	0.807
ENSMUSG00000022051.11	1988	-0.072
ENSMUSG00000022884.10	3892	0.159
ENSMUSG00000005899.8	832	-0.343
ENSMUSG00000028364.11	4238	0.53
ENSMUSG00000021493.11	2957	-0.062
ENSMUSG00000061315.9	2067	-0.026
ENSMUSG00000025060.10	796	-0.39
ENSMUSG00000059248.9	4598	0.465
ENSMUSG00000042079.9	3082	-0.284
ENSMUSG00000019944.10	742	0.844
ENSMUSG00000039103.8	555	-0.525
ENSMUSG00000004947.11	900	-0.362
ENSMUSG00000027282.13	2433	-0.082
ENSMUSG00000061723.13	5222	-0.618
ENSMUSG00000001518.10	614	-0.793
ENSMUSG00000031788.9	612	-0.53
ENSMUSG00000021144.10	333	-0.449
ENSMUSG00000028273.11	1842	-0.267
ENSMUSG00000027940.14	6253	-0.233
ENSMUSG00000049550.13	1636	0.166
ENSMUSG00000049606.12	933	1.0
ENSMUSG00000086224.4	117	1.0
ENSMUSG00000021493.11	2957	-0.566
ENSMUSG00000043987.13	688	-0.085
ENSMUSG00000027406.8	2358	0.103
ENSMUSG00000024163.13	1925	0.44
ENSMUSG00000032624.11	1372	-0.24
ENSMUSG00000034902.13	1775	0.233
ENSMUSG00000041890.13	1420	-0.296
ENSMUSG00000013236.12	4085	0.382
ENSMUSG00000027406.8	2358	0.11
ENSMUSG00000073771.7	141	-1.0
ENSMUSG00000000085.12	765	1.0
ENSMUSG00000020212.9	446	-0.441
ENSMUSG00000027966.15	10507	0.238
ENSMUSG00000024969.11	1228	0.393
ENSMUSG00000023050.4	1491	1.0
ENSMUSG00000032497.11	738	-0.293
ENSMUSG00000020111.11	2191	-0.147
ENSMUSG00000020917.13	7739	-0.202
ENSMUSG00000097755.1	17	-1.0
ENSMUSG00000055762.11	3281	0.119
ENSMUSG00000027620.12	7496	-0.101
ENSMUSG00000027966.15	10507	0.31
ENSMUSG00000022246.9	1821	0.391
ENSMUSG00000051379.8	1496	0.053
ENSMUSG00000032185.10	1588	0.213
ENSMUSG00000027940.14	6253	-0.382
ENSMUSG00000026585.9	1451	-0.248
ENSMUSG00000028364.11	4238	0.502
ENSMUSG00000052337.11	3099	0.196
ENSMUSG00000078812.6	20702	0.275
ENSMUSG00000019944.10	742	0.752
ENSMUSG00000040785.13	8032	-0.321
ENSMUSG00000031708.11	4644	-0.129
ENSMUSG00000027620.12	7496	-0.126
ENSMUSG00000051379.8	1496	0.05
ENSMUSG00000029407.7	1315	-0.212
ENSMUSG00000025162.13	3588	-0.187
ENSMUSG00000063253.6	554	-0.606
ENSMUSG00000022884.10	3892	0.126
ENSMUSG00000038695.8	1068	-0.099
ENSMUSG00000022568.12	848	0.401
ENSMUSG00000024958.8	550	0.461
ENSMUSG00000022568.12	848	-0.138
ENSMUSG00000024958.8	550	0.465
ENSMUSG00000041594.13	611	-0.661
ENSMUSG00000021493.11	2957	0.078
ENSMUSG00000024958.8	550	0.354
ENSMUSG00000040374.9	1005	0.258
ENSMUSG00000058056.11	4142	-0.077
ENSMUSG00000024958.8	550	0.465
ENSMUSG00000058070.10	1496	-0.131
ENSMUSG00000021870.13	858	0.349
ENSMUSG00000020289.11	944	-0.137
ENSMUSG00000078812.6	20702	0.265
ENSMUSG00000025871.14	3145	0.343
ENSMUSG00000035642.12	619	0.631
ENSMUSG00000028402.13	1359	0.313
ENSMUSG00000019647.12	1555	0.133
ENSMUSG00000052581.9	93	0.61
ENSMUSG00000027966.15	10507	0.173
ENSMUSG00000052337.11	3099	0.136
ENSMUSG00000033295.9	4889	-0.192
ENSMUSG00000034101.10	399	0.326
ENSMUSG00000036167.11	1380	-0.124
ENSMUSG00000048416.11	370	-0.384
ENSMUSG00000008496.14	22	-0.69
ENSMUSG00000064179.9	5171	-0.236
ENSMUSG00000002948.14	791	-0.411
ENSMUSG00000013236.12	4085	0.373
ENSMUSG00000027291.11	938	-0.205
ENSMUSG00000087523.1	16	-0.601
ENSMUSG00000018909.11	331	0.711
ENSMUSG00000027940.14	6253	-0.269
ENSMUSG00000016921.10	4937	-0.027
ENSMUSG00000061723.13	5222	-0.379
ENSMUSG00000027533.10	11686	-0.025
ENSMUSG00000027620.12	7496	-0.113
ENSMUSG00000028649.13	2123	-0.204
ENSMUSG00000027282.13	2433	-0.269
ENSMUSG00000031626.12	956	0.435
ENSMUSG00000028898.11	715	-0.427
ENSMUSG00000091964.3	0	0.563
ENSMUSG00000033793.8	1643	-0.158
ENSMUSG00000036026.11	1144	-0.18
ENSMUSG00000090084.3	1627	0.337
ENSMUSG00000044017.12	195	0.576
ENSMUSG00000019467.9	2389	0.724
ENSMUSG00000025278.8	2510	-0.34
ENSMUSG00000022758.8	56	-0.743
ENSMUSG00000061589.10	715	-0.518
ENSMUSG00000036499.8	748	-0.095
ENSMUSG00000061723.13	5222	-0.652
ENSMUSG00000028559.13	1537	-0.445
ENSMUSG00000063275.11	553	-0.357
ENSMUSG00000032267.7	974	-0.165
ENSMUSG00000037426.13	627	0.517
ENSMUSG00000037211.8	576	0.093
ENSMUSG00000057193.7	3845	0.125
ENSMUSG00000027282.13	2433	-0.291
ENSMUSG00000021458.12	2178	-0.042
ENSMUSG00000052337.11	3099	0.155
ENSMUSG00000014786.7	104	-0.583
ENSMUSG00000052752.11	2259	0.201
ENSMUSG00000031358.13	923	0.255
ENSMUSG00000023349.10	51	-0.781
ENSMUSG00000017421.14	4645	-0.137
ENSMUSG00000037736.14	2648	-0.267
ENSMUSG00000061816.11	9833	-0.364
ENSMUSG00000063849.5	364	-0.559
ENSMUSG00000022568.12	848	0.571
ENSMUSG00000057229.7	361	0.632
ENSMUSG00000000631.15	2549	0.338
ENSMUSG00000018932.5	2352	-0.063
ENSMUSG00000028364.11	4238	0.412
ENSMUSG00000037679.8	149	-0.692
ENSMUSG00000038696.10	1609	0.083
ENSMUSG00000014426.8	791	0.291
ENSMUSG00000020061.13	7550	-0.313
ENSMUSG00000000693.6	1416	-0.185
ENSMUSG00000091964.3	0	0.429
ENSMUSG00000015501.6	468	0.489
ENSMUSG00000015937.10	4244	-0.211
ENSMUSG00000053110.9	1226	-0.213
ENSMUSG00000085385.3	648	-0.172
ENSMUSG00000035278.8	1125	-0.114
ENSMUSG00000033565.12	2713	0.165
ENSMUSG00000017421.14	4645	0.422
ENSMUSG00000030695.9	16349	0.163
ENSMUSG00000068823.6	9616	-0.02
ENSMUSG00000059119.8	4514	0.173
ENSMUSG00000017723.7	136	-0.336
ENSMUSG00000015937.10	4244	-0.266
ENSMUSG00000022111.8	761	-0.064
ENSMUSG00000018395.15	1183	0.374
ENSMUSG00000046879.6	146	0.551
ENSMUSG00000033767.10	1630	-0.263
ENSMUSG00000020061.13	7550	-0.733
ENSMUSG00000057193.7	3845	0.102
ENSMUSG00000015942.5	297	0.373
ENSMUSG00000015501.6	468	0.446
ENSMUSG00000029916.8	464	0.878
ENSMUSG00000042035.7	3576	0.388
ENSMUSG00000052752.11	2259	0.138
ENSMUSG00000097039.4	76	0.736
ENSMUSG00000018395.15	1183	0.601
ENSMUSG00000020061.13	7550	-0.486
ENSMUSG00000001017.11	3499	-0.164
ENSMUSG00000029062.10	1313	-0.142
ENSMUSG00000013033.12	1400	-0.495
ENSMUSG00000029095.13	157	-0.432
ENSMUSG00000027533.10	11686	-0.022
ENSMUSG00000031543.14	491	-0.603
ENSMUSG00000042035.7	3576	0.46
ENSMUSG00000032235.11	435	-0.197
