Gene	count	psi
ENSMUSG00000026150.10	6285	-0.318
ENSMUSG00000026150.10	6285	-0.295
ENSMUSG00000026150.10	6285	-0.454
ENSMUSG00000020792.11	2189	-0.467
ENSMUSG00000020792.11	2189	-0.496
ENSMUSG00000020792.11	2189	-0.544
ENSMUSG00000060450.9	8484	-0.282
ENSMUSG00000040481.12	2201	-0.657
ENSMUSG00000028207.14	2642	-0.543
ENSMUSG00000028207.14	2642	-0.371
ENSMUSG00000033793.8	4950	0.314
ENSMUSG00000033885.10	1672	-0.667
ENSMUSG00000025871.14	5230	0.554
ENSMUSG00000025871.14	5230	0.211
ENSMUSG00000025871.14	5230	0.29
ENSMUSG00000025871.14	5230	0.195
ENSMUSG00000025871.14	5230	0.654
ENSMUSG00000052584.9	1411	0.132
ENSMUSG00000031996.12	9020	-0.384
ENSMUSG00000062184.7	1719	-0.633
ENSMUSG00000055762.11	1802	-0.404
ENSMUSG00000021820.12	2973	-0.697
ENSMUSG00000021493.11	1494	-0.668
ENSMUSG00000021493.11	1494	-0.5
ENSMUSG00000031422.12	6959	0.474
ENSMUSG00000031422.12	6959	0.638
ENSMUSG00000057421.8	1195	-0.309
ENSMUSG00000040354.10	2015	-0.38
ENSMUSG00000035203.11	2159	0.527
ENSMUSG00000019188.12	3037	-0.368
ENSMUSG00000019188.12	3037	-0.427
ENSMUSG00000019188.12	3037	-0.391
ENSMUSG00000032340.7	3042	0.564
ENSMUSG00000032340.7	3042	-0.532
ENSMUSG00000032340.7	3042	0.63
ENSMUSG00000049550.13	2250	0.609
ENSMUSG00000049550.13	2250	0.145
ENSMUSG00000037400.12	1268	-0.58
ENSMUSG00000020598.11	5238	-0.519
ENSMUSG00000020598.11	5238	-0.395
ENSMUSG00000032570.12	3299	-0.443
ENSMUSG00000022884.10	4470	0.134
ENSMUSG00000022884.10	4470	0.15
ENSMUSG00000009079.12	4916	-0.182
ENSMUSG00000029405.12	9329	-0.372
ENSMUSG00000040560.9	2970	-0.657
ENSMUSG00000027575.15	1987	-0.412
ENSMUSG00000019961.12	2899	0.321
ENSMUSG00000027244.10	1054	-0.571
ENSMUSG00000028478.14	3717	-0.501
ENSMUSG00000024127.10	4779	0.203
ENSMUSG00000024127.10	4779	0.171
ENSMUSG00000025369.10	6052	-0.473
ENSMUSG00000060279.9	3803	-0.596
ENSMUSG00000028649.13	7650	0.574
ENSMUSG00000021027.11	2362	-0.628
ENSMUSG00000001127.8	5012	-0.435
ENSMUSG00000029462.14	4300	0.308
ENSMUSG00000003810.8	2192	-0.571
ENSMUSG00000071454.9	938	-0.622
ENSMUSG00000071454.9	938	0.711
ENSMUSG00000071454.9	938	0.655
ENSMUSG00000029148.11	2853	-0.385
ENSMUSG00000031511.10	3288	-0.479
ENSMUSG00000034647.10	3004	-0.392
ENSMUSG00000026860.12	1778	-0.594
ENSMUSG00000026860.12	1778	-0.533
ENSMUSG00000031342.13	7407	-0.402
ENSMUSG00000031865.11	5024	-0.411
ENSMUSG00000017421.14	4266	-0.52
ENSMUSG00000061136.9	2616	0.282
ENSMUSG00000034826.10	721	-0.617
ENSMUSG00000067786.12	49406	0.036
ENSMUSG00000067786.12	49406	0.032
ENSMUSG00000067786.12	49406	0.303
ENSMUSG00000067786.12	49406	0.319
ENSMUSG00000067786.12	49406	0.304
ENSMUSG00000067786.12	49406	0.291
ENSMUSG00000067786.12	49406	0.087
ENSMUSG00000067786.12	49406	0.188
ENSMUSG00000009090.13	3324	-0.588
ENSMUSG00000047454.7	1897	0.405
ENSMUSG00000027642.11	4513	-0.512
ENSMUSG00000058835.10	1678	-0.502
ENSMUSG00000022892.10	12921	0.195
ENSMUSG00000040648.10	3625	-0.465
ENSMUSG00000040648.10	3625	-0.494
ENSMUSG00000040648.10	3625	-0.519
ENSMUSG00000040407.13	5550	0.143
ENSMUSG00000040407.13	5550	0.273
ENSMUSG00000026155.9	2474	-0.554
ENSMUSG00000026933.13	3015	-0.664
ENSMUSG00000047547.10	2321	-0.358
ENSMUSG00000031153.12	1204	-0.591
ENSMUSG00000017677.7	10176	-0.315
ENSMUSG00000017677.7	10176	-0.299
ENSMUSG00000017677.7	10176	-0.291
ENSMUSG00000005871.10	8089	0.303
ENSMUSG00000053519.11	1906	-0.464
ENSMUSG00000028863.9	1587	-0.313
ENSMUSG00000103508.1	0	-0.356
ENSMUSG00000103508.1	0	0.428
ENSMUSG00000103508.1	0	-0.385
ENSMUSG00000103508.1	0	0.239
ENSMUSG00000103508.1	0	0.364
ENSMUSG00000027523.15	29712	-0.262
ENSMUSG00000027523.15	29712	-0.624
ENSMUSG00000024381.11	1930	-0.518
ENSMUSG00000024381.11	1930	-0.623
ENSMUSG00000022636.9	2756	0.629
ENSMUSG00000032076.14	4922	-0.426
ENSMUSG00000032076.14	4922	0.478
ENSMUSG00000032076.14	4922	-0.146
ENSMUSG00000042590.12	1530	-0.533
ENSMUSG00000021693.15	2087	-0.536
ENSMUSG00000045983.11	4615	-0.521
ENSMUSG00000033295.9	3398	-0.45
ENSMUSG00000029106.10	6813	-0.463
ENSMUSG00000029106.10	6813	-0.479
ENSMUSG00000031864.11	1629	-0.614
ENSMUSG00000027455.12	2317	-0.285
ENSMUSG00000027550.10	1189	0.583
ENSMUSG00000027550.10	1189	0.52
ENSMUSG00000027012.11	5623	-0.336
ENSMUSG00000005881.9	3786	-0.407
ENSMUSG00000032114.8	906	-0.553
ENSMUSG00000032114.8	906	-0.581
ENSMUSG00000074227.7	850	-0.227
ENSMUSG00000023092.12	4149	-0.391
ENSMUSG00000023092.12	4149	-0.341
ENSMUSG00000031708.11	11997	0.333
ENSMUSG00000031708.11	11997	0.436
ENSMUSG00000021047.6	7244	0.57
ENSMUSG00000021047.6	7244	0.736
ENSMUSG00000034120.14	7773	-0.037
ENSMUSG00000047879.12	3597	0.275
ENSMUSG00000009418.11	5800	-0.744
ENSMUSG00000008489.14	6125	-0.198
ENSMUSG00000028184.8	6766	-0.527
ENSMUSG00000024392.13	1854	0.392
ENSMUSG00000024826.10	1693	-0.498
ENSMUSG00000032178.9	5528	0.208
ENSMUSG00000030519.10	3837	-0.309
ENSMUSG00000024044.11	3228	-0.526
ENSMUSG00000024044.11	3228	-0.542
ENSMUSG00000024044.11	3228	-0.48
ENSMUSG00000028455.11	1401	0.164
ENSMUSG00000023021.11	1545	-0.512
ENSMUSG00000041020.10	1107	-0.557
ENSMUSG00000036940.11	2327	-0.464
ENSMUSG00000040481.12	2201	-0.636
ENSMUSG00000030852.11	1887	-0.193
ENSMUSG00000020598.11	5238	-0.501
ENSMUSG00000005583.12	624	-0.659
ENSMUSG00000019943.9	6251	-0.592
ENSMUSG00000030689.11	1242	0.36
ENSMUSG00000019920.13	1221	-0.166
ENSMUSG00000064302.9	4285	-0.474
ENSMUSG00000003435.8	2649	0.237
ENSMUSG00000004207.10	3672	-0.353
ENSMUSG00000033295.9	3398	0.466
ENSMUSG00000052584.9	1411	0.451
ENSMUSG00000026159.9	1750	0.425
ENSMUSG00000052337.11	3628	-0.209
ENSMUSG00000032826.12	9618	0.387
ENSMUSG00000024908.10	1730	-0.42
ENSMUSG00000028184.8	6766	-0.55
ENSMUSG00000021772.10	1283	0.249
ENSMUSG00000043909.12	6414	0.35
ENSMUSG00000026987.12	2492	-0.532
ENSMUSG00000033295.9	3398	0.434
ENSMUSG00000023022.9	514	-0.363
ENSMUSG00000055202.7	863	0.322
ENSMUSG00000040785.13	30389	0.223
ENSMUSG00000034647.10	3004	-0.452
ENSMUSG00000024983.9	807	-0.57
ENSMUSG00000024038.12	2584	0.049
ENSMUSG00000075318.8	2828	-1.0
ENSMUSG00000031865.11	5024	-0.397
ENSMUSG00000026305.11	804	-0.458
ENSMUSG00000054162.11	3047	-0.352
ENSMUSG00000019943.9	6251	-0.561
ENSMUSG00000063077.10	11339	-0.296
ENSMUSG00000020598.11	5238	-0.323
ENSMUSG00000019943.9	6251	-0.556
ENSMUSG00000033352.7	3188	-0.309
ENSMUSG00000024302.11	1434	0.577
ENSMUSG00000039735.11	6464	-0.068
ENSMUSG00000032826.12	9618	0.476
ENSMUSG00000060261.11	4316	-0.259
ENSMUSG00000026987.12	2492	-0.762
ENSMUSG00000037138.12	1260	-0.675
ENSMUSG00000028399.13	4126	-0.633
ENSMUSG00000064302.9	4285	-0.438
ENSMUSG00000001127.8	5012	-0.483
ENSMUSG00000060126.10	1375	0.794
ENSMUSG00000066643.8	863	-0.552
ENSMUSG00000024302.11	1434	0.576
ENSMUSG00000056121.11	1162	-0.402
ENSMUSG00000008489.14	6125	-0.274
ENSMUSG00000042605.11	1172	-0.515
ENSMUSG00000018865.8	1618	0.449
ENSMUSG00000037935.12	1436	0.365
ENSMUSG00000026585.9	5624	-0.33
ENSMUSG00000070880.6	2406	0.766
ENSMUSG00000022744.8	2390	-0.306
ENSMUSG00000024127.10	4779	0.151
ENSMUSG00000034826.10	721	-0.451
ENSMUSG00000027601.9	635	-0.425
ENSMUSG00000028613.10	3299	-0.544
ENSMUSG00000052337.11	3628	-0.285
ENSMUSG00000031442.16	5170	-0.625
ENSMUSG00000059586.5	637	0.767
ENSMUSG00000036435.9	1514	-0.467
ENSMUSG00000019920.13	1221	-0.139
ENSMUSG00000052105.12	1304	-0.596
