Gene	count	psi
ENSMUSG00000026193.11	16896	0.558
ENSMUSG00000026193.11	16896	0.47
ENSMUSG00000026193.11	16896	0.395
ENSMUSG00000028906.11	14586	-0.592
ENSMUSG00000049327.13	1862	-0.542
ENSMUSG00000024646.9	8390	-0.083
ENSMUSG00000028693.11	1659	0.208
ENSMUSG00000025290.12	2379	0.137
ENSMUSG00000021000.11	2349	-0.466
ENSMUSG00000026193.11	16896	0.419
ENSMUSG00000031960.10	5132	0.386
ENSMUSG00000026150.10	3925	-0.165
ENSMUSG00000021000.11	2349	-0.515
ENSMUSG00000031960.10	5132	0.31
ENSMUSG00000035325.12	3154	-0.461
ENSMUSG00000032336.13	2707	0.067
ENSMUSG00000028796.13	178	-0.85
ENSMUSG00000025495.10	4564	-0.154
ENSMUSG00000004980.12	22315	0.295
ENSMUSG00000078143.3	346	0.468
ENSMUSG00000004980.12	22315	0.298
ENSMUSG00000027620.12	5762	-0.163
ENSMUSG00000035325.12	3154	-0.417
ENSMUSG00000029106.10	7338	-0.246
ENSMUSG00000078143.3	346	0.641
ENSMUSG00000029162.11	569	-0.321
ENSMUSG00000068184.6	284	-0.841
ENSMUSG00000051510.9	1541	-0.589
ENSMUSG00000055447.14	9382	-0.098
ENSMUSG00000021268.13	5529	-0.073
ENSMUSG00000035620.10	184	-0.89
ENSMUSG00000018417.10	764	0.499
ENSMUSG00000039065.10	173	1.0
ENSMUSG00000021268.13	5529	-0.049
ENSMUSG00000030695.9	6562	0.383
ENSMUSG00000025059.12	1116	0.575
ENSMUSG00000042104.14	90	-0.787
ENSMUSG00000004980.12	22315	0.089
ENSMUSG00000026853.11	1467	0.613
ENSMUSG00000022629.12	252	0.785
ENSMUSG00000026927.13	1189	-1.0
ENSMUSG00000003166.15	673	-1.0
ENSMUSG00000027620.12	5762	-0.136
ENSMUSG00000024921.12	265	-1.0
ENSMUSG00000032839.9	36	-0.901
ENSMUSG00000063652.6	41	1.0
ENSMUSG00000063882.8	3025	1.0
ENSMUSG00000043467.15	275	1.0
ENSMUSG00000024381.11	662	-0.129
ENSMUSG00000002100.11	8	0.854
ENSMUSG00000028519.12	42	0.822
ENSMUSG00000006586.11	1427	0.621
ENSMUSG00000025059.12	1116	-0.362
ENSMUSG00000021268.13	5529	-0.045
ENSMUSG00000027523.15	6644	0.266
ENSMUSG00000050671.8	7	1.0
ENSMUSG00000042104.14	90	-0.746
ENSMUSG00000012114.12	660	-1.0
ENSMUSG00000021668.10	255	1.0
ENSMUSG00000031012.13	127	1.0
ENSMUSG00000016534.11	4110	0.238
ENSMUSG00000026457.10	10242	-0.139
ENSMUSG00000019943.9	1307	0.156
ENSMUSG00000050017.7	1841	0.224
ENSMUSG00000021268.13	5529	-0.044
