Gene	count	psi
ENSMUSG00000026150.10	4662	-0.19
ENSMUSG00000030519.10	4017	-0.302
ENSMUSG00000020792.11	2206	-0.357
ENSMUSG00000031585.9	1241	-0.137
ENSMUSG00000031585.9	1241	-0.126
ENSMUSG00000053768.9	1193	-0.414
ENSMUSG00000025871.14	5836	0.428
ENSMUSG00000025871.14	5836	0.152
ENSMUSG00000025871.14	5836	0.19
ENSMUSG00000025871.14	5836	0.139
ENSMUSG00000025871.14	5836	0.541
ENSMUSG00000055762.11	1777	-0.315
ENSMUSG00000021493.11	1423	-0.251
ENSMUSG00000031422.12	7613	0.149
ENSMUSG00000031422.12	7613	0.264
ENSMUSG00000019188.12	3271	-0.292
ENSMUSG00000019188.12	3271	-0.329
ENSMUSG00000019188.12	3271	-0.292
ENSMUSG00000049550.13	2377	0.469
ENSMUSG00000022884.10	3682	0.152
ENSMUSG00000009079.12	12011	-0.151
ENSMUSG00000028478.14	2671	-0.404
ENSMUSG00000025369.10	6581	-0.306
ENSMUSG00000060279.9	2418	-0.438
ENSMUSG00000029148.11	2738	-0.266
ENSMUSG00000009090.13	3125	-0.461
ENSMUSG00000026615.10	4039	-0.216
ENSMUSG00000061136.9	3247	0.172
ENSMUSG00000027642.11	3855	-0.291
ENSMUSG00000037032.11	5073	-0.368
ENSMUSG00000040407.13	6050	0.334
ENSMUSG00000040407.13	6050	0.175
ENSMUSG00000026155.9	1075	-0.452
ENSMUSG00000028863.9	1887	-0.46
ENSMUSG00000032076.14	3951	0.561
ENSMUSG00000045983.11	5603	-0.484
ENSMUSG00000029106.10	5779	-0.443
ENSMUSG00000029106.10	5779	-0.422
ENSMUSG00000019302.12	2857	-0.354
ENSMUSG00000031864.11	1431	-0.38
ENSMUSG00000001143.9	1281	-0.455
ENSMUSG00000013236.12	10807	0.293
ENSMUSG00000027455.12	2696	-0.309
ENSMUSG00000027012.11	4949	-0.406
ENSMUSG00000005881.9	2811	-0.447
ENSMUSG00000024985.14	21329	-0.294
ENSMUSG00000024985.14	21329	-0.465
ENSMUSG00000024983.9	756	-0.56
ENSMUSG00000031708.11	6315	0.247
ENSMUSG00000028184.8	4868	-0.274
ENSMUSG00000024826.10	2384	-0.264
ENSMUSG00000023021.11	1072	-0.442
ENSMUSG00000004631.11	791	-0.348
ENSMUSG00000027601.9	1138	-0.234
ENSMUSG00000036435.9	1472	-0.513
ENSMUSG00000024381.11	1676	-0.413
ENSMUSG00000022884.10	3682	0.116
ENSMUSG00000032076.14	3951	-0.16
ENSMUSG00000013236.12	10807	0.226
ENSMUSG00000028863.9	1887	-0.457
ENSMUSG00000027575.15	1912	-0.228
ENSMUSG00000026860.12	1609	-0.504
ENSMUSG00000033295.9	3996	-0.423
ENSMUSG00000043909.12	7131	0.294
ENSMUSG00000024908.10	1942	-0.344
ENSMUSG00000017670.12	2480	-0.381
ENSMUSG00000031328.11	4684	-0.198
ENSMUSG00000021820.12	1515	-0.374
ENSMUSG00000031865.11	4254	-0.345
ENSMUSG00000024985.14	21329	-0.382
ENSMUSG00000005881.9	2811	-0.111
ENSMUSG00000069601.9	5041	-0.512
ENSMUSG00000031996.12	5062	-0.272
ENSMUSG00000069601.9	5041	-0.517
ENSMUSG00000026860.12	1609	-0.455
ENSMUSG00000031153.12	1716	-0.439
ENSMUSG00000039218.12	7732	-0.109
ENSMUSG00000037935.12	5051	0.321
ENSMUSG00000027244.10	1057	-0.471
ENSMUSG00000017421.14	5534	-0.225
ENSMUSG00000032340.7	1833	0.437
ENSMUSG00000060261.11	5237	-0.205
ENSMUSG00000064302.9	4365	-0.369
ENSMUSG00000021693.15	1193	-0.497
ENSMUSG00000029538.9	2086	-0.059
ENSMUSG00000000325.11	3203	-0.296
ENSMUSG00000031256.7	2130	-0.413
ENSMUSG00000032570.12	2386	-0.357
ENSMUSG00000037935.12	5051	0.177
ENSMUSG00000058835.10	1409	-0.443
ENSMUSG00000021262.10	2053	0.264
ENSMUSG00000039262.12	4705	-0.366
ENSMUSG00000024044.11	1630	-0.478
ENSMUSG00000019528.14	379	-0.399
ENSMUSG00000028809.12	4189	-0.091
ENSMUSG00000062822.7	2448	-0.188
ENSMUSG00000020792.11	2206	-0.325
ENSMUSG00000063077.10	8650	-0.321
ENSMUSG00000047547.10	1078	-0.322
ENSMUSG00000057738.9	5571	-0.31
ENSMUSG00000039089.10	970	0.599
ENSMUSG00000040687.12	2133	-0.445
ENSMUSG00000003810.8	1324	-0.552
ENSMUSG00000068663.9	991	-0.425
ENSMUSG00000028184.8	4868	-0.45
ENSMUSG00000039367.9	2622	-0.326
ENSMUSG00000033295.9	3996	0.337
ENSMUSG00000036940.11	1751	-0.294
ENSMUSG00000021427.9	4618	-0.096
ENSMUSG00000024392.13	1757	0.313
ENSMUSG00000068739.9	3675	-0.119
ENSMUSG00000022629.12	3719	-0.294
ENSMUSG00000040354.10	2062	-0.144
ENSMUSG00000021427.9	4618	-0.103
ENSMUSG00000032340.7	1833	0.517
ENSMUSG00000064302.9	4365	-0.178
ENSMUSG00000026860.12	1609	-0.252
ENSMUSG00000029538.9	2086	-0.043
ENSMUSG00000022884.10	3682	0.11
ENSMUSG00000027244.10	1057	-0.428
ENSMUSG00000037935.12	5051	0.524
ENSMUSG00000052105.12	1563	-0.249
ENSMUSG00000040648.10	3004	-0.287
ENSMUSG00000027550.10	1141	0.258
ENSMUSG00000085891.3	127	0.929
ENSMUSG00000025006.11	953	0.247
ENSMUSG00000027439.9	644	0.948
ENSMUSG00000067786.12	91716	0.179
ENSMUSG00000060261.11	5237	-0.084
ENSMUSG00000031511.10	2207	-0.331
ENSMUSG00000052105.12	1563	-0.402
ENSMUSG00000031626.12	2248	-0.42
ENSMUSG00000067786.12	91716	0.179
ENSMUSG00000037935.12	5051	0.438
ENSMUSG00000005871.10	4789	-0.173
ENSMUSG00000009079.12	12011	-0.041
ENSMUSG00000033392.11	4720	-0.368
ENSMUSG00000026860.12	1609	-0.155
ENSMUSG00000022892.10	7256	0.138
ENSMUSG00000036422.6	1292	0.506
ENSMUSG00000027455.12	2696	-0.178
ENSMUSG00000037400.12	726	-0.37
ENSMUSG00000035203.11	1219	0.337
ENSMUSG00000034252.10	1228	-0.367
ENSMUSG00000020598.11	4189	-0.267
ENSMUSG00000031511.10	2207	-0.317
