Gene	count	psi
ENSMUSG00000020792.11	2285	-0.538
ENSMUSG00000020792.11	2285	-0.415
ENSMUSG00000037685.11	1979	-0.748
ENSMUSG00000028207.14	1598	-0.624
ENSMUSG00000037236.10	11534	0.078
ENSMUSG00000037236.10	11534	0.133
ENSMUSG00000053768.9	1180	-0.551
ENSMUSG00000025871.14	5464	0.556
ENSMUSG00000025871.14	5464	0.335
ENSMUSG00000025871.14	5464	0.309
ENSMUSG00000025871.14	5464	0.316
ENSMUSG00000063077.10	7430	-0.508
ENSMUSG00000022607.10	2838	-0.518
ENSMUSG00000022607.10	2838	-0.548
ENSMUSG00000031996.12	5401	-0.313
ENSMUSG00000055762.11	1664	-0.465
ENSMUSG00000004631.11	640	-0.435
ENSMUSG00000021820.12	1788	-0.44
ENSMUSG00000027601.9	860	-0.334
ENSMUSG00000016382.11	916	-0.567
ENSMUSG00000021493.11	1365	-0.307
ENSMUSG00000031422.12	6633	0.265
ENSMUSG00000031422.12	6633	0.425
ENSMUSG00000040354.10	2163	-0.302
ENSMUSG00000025085.12	1749	0.719
ENSMUSG00000025085.12	1749	-0.656
ENSMUSG00000025085.12	1749	0.668
ENSMUSG00000019188.12	2959	-0.364
ENSMUSG00000019188.12	2959	-0.329
ENSMUSG00000049550.13	2433	0.714
ENSMUSG00000022884.10	4290	0.159
ENSMUSG00000009079.12	11558	-0.155
ENSMUSG00000061689.11	5458	0.345
ENSMUSG00000061689.11	5458	0.654
ENSMUSG00000061689.11	5458	0.631
ENSMUSG00000009035.9	1063	-0.551
ENSMUSG00000029538.9	1602	-0.094
ENSMUSG00000022568.12	520	-0.603
ENSMUSG00000027575.15	2141	-0.373
ENSMUSG00000054808.9	2677	-0.215
ENSMUSG00000005583.12	4755	-0.749
ENSMUSG00000028478.14	2610	-0.553
ENSMUSG00000025369.10	6683	-0.291
ENSMUSG00000036435.9	1548	-0.669
ENSMUSG00000060279.9	2565	-0.409
ENSMUSG00000003810.8	1647	-0.691
ENSMUSG00000029148.11	2766	-0.313
ENSMUSG00000026860.12	1980	-0.634
ENSMUSG00000026860.12	1980	-0.607
ENSMUSG00000031865.11	4755	-0.621
ENSMUSG00000017421.14	4755	-0.345
ENSMUSG00000061136.9	2500	0.227
ENSMUSG00000000827.14	1558	-0.407
ENSMUSG00000067786.12	66624	0.286
ENSMUSG00000067786.12	66624	0.306
ENSMUSG00000067786.12	66624	0.304
ENSMUSG00000067786.12	66624	0.08
ENSMUSG00000067786.12	66624	0.219
ENSMUSG00000039262.12	4951	-0.461
ENSMUSG00000009090.13	2754	-0.457
ENSMUSG00000026615.10	4134	-0.196
ENSMUSG00000047454.7	910	0.685
ENSMUSG00000027642.11	3445	-0.409
ENSMUSG00000004207.10	4619	-0.505
ENSMUSG00000038365.7	1479	-0.657
ENSMUSG00000021268.13	17911	0.266
ENSMUSG00000037032.11	5622	-0.528
ENSMUSG00000058835.10	1565	-0.647
ENSMUSG00000040687.12	2209	-0.561
