Gene	count	psi
ENSMUSG00000028906.11	15358	-0.354
ENSMUSG00000024646.9	5893	-0.1
ENSMUSG00000026193.11	10798	0.239
ENSMUSG00000026193.11	10798	0.218
ENSMUSG00000062991.6	26	0.915
ENSMUSG00000026820.5	801	0.861
ENSMUSG00000021595.14	11146	1.0
ENSMUSG00000041658.8	22	0.941
ENSMUSG00000032336.13	3074	0.061
ENSMUSG00000036339.13	744	0.887
ENSMUSG00000031960.10	10570	0.238
ENSMUSG00000074415.6	215	0.904
ENSMUSG00000022629.12	291	0.728
ENSMUSG00000091896.3	1491	0.856
ENSMUSG00000039116.4	87	1.0
ENSMUSG00000031342.13	188	-0.685
ENSMUSG00000060073.5	3746	0.888
ENSMUSG00000028995.10	4529	0.18
ENSMUSG00000025290.12	5843	0.081
ENSMUSG00000027680.11	1732	-1.0
ENSMUSG00000072704.5	1852	0.669
ENSMUSG00000027618.13	2358	0.75
ENSMUSG00000032028.11	6808	0.756
ENSMUSG00000064145.8	2299	0.896
ENSMUSG00000028693.11	4116	0.104
ENSMUSG00000027281.12	326	0.726
ENSMUSG00000042211.6	1973	-0.726
ENSMUSG00000026131.13	124	-0.591
ENSMUSG00000062270.9	1174	0.853
ENSMUSG00000019943.9	2370	0.144
ENSMUSG00000022607.10	2304	0.526
ENSMUSG00000015882.13	1036	0.418
ENSMUSG00000025006.11	1182	0.597
ENSMUSG00000063652.6	64	0.653
ENSMUSG00000022307.11	1487	0.677
ENSMUSG00000029022.14	1240	0.584
ENSMUSG00000057363.8	363	-0.664
ENSMUSG00000025495.10	6250	-0.095
ENSMUSG00000043987.13	434	-0.795
ENSMUSG00000029106.10	11138	-0.185
ENSMUSG00000037536.9	1854	0.545
ENSMUSG00000037679.8	153	-0.627
ENSMUSG00000002728.10	1812	-0.751
ENSMUSG00000041769.9	1225	-0.71
ENSMUSG00000061136.9	5928	0.727
ENSMUSG00000063765.7	488	-0.732
ENSMUSG00000044966.4	97	0.529
ENSMUSG00000040818.7	1316	-0.821
ENSMUSG00000018848.4	3380	-0.783
ENSMUSG00000033209.13	331	0.522
ENSMUSG00000036339.13	744	-0.136
ENSMUSG00000025728.10	7934	0.691
ENSMUSG00000049107.9	81	-0.432
ENSMUSG00000039242.9	3098	0.507
ENSMUSG00000006586.11	1120	0.438
ENSMUSG00000030016.10	1956	-0.657
ENSMUSG00000026193.11	10798	0.134
ENSMUSG00000026596.9	425	-0.81
ENSMUSG00000025728.10	7934	0.46
ENSMUSG00000087187.1	65	-0.471
ENSMUSG00000037652.11	401	0.516
ENSMUSG00000029916.8	517	-0.631
ENSMUSG00000025529.10	261	0.451
ENSMUSG00000022565.11	999	0.684
ENSMUSG00000025245.9	734	0.187
ENSMUSG00000019795.13	4222	-0.666
ENSMUSG00000039242.9	3098	0.472
ENSMUSG00000019943.9	2370	0.11
ENSMUSG00000042359.14	117	0.766
ENSMUSG00000029016.9	204	0.422
ENSMUSG00000059518.10	1134	0.68
ENSMUSG00000015804.10	2335	-0.869
ENSMUSG00000027236.8	1207	-0.763
ENSMUSG00000002728.10	1812	-0.175
ENSMUSG00000030924.11	418	0.405
ENSMUSG00000044229.8	509	0.357
ENSMUSG00000037679.8	153	-0.473
ENSMUSG00000025245.9	734	0.171
ENSMUSG00000003166.15	1269	-0.665
ENSMUSG00000045962.12	3115	0.29
ENSMUSG00000018449.8	1466	-0.527
ENSMUSG00000002835.8	4146	0.679
ENSMUSG00000032034.5	306	-0.468
ENSMUSG00000021597.12	976	0.494
ENSMUSG00000021254.8	599	0.444
