Gene	count	psi
ENSMUSG00000028364.11	2132	0.575
ENSMUSG00000022483.12	441	0.604
ENSMUSG00000022483.12	441	0.48
ENSMUSG00000022483.12	441	0.599
ENSMUSG00000064080.8	5870	-0.141
ENSMUSG00000026414.9	131098	0.384
ENSMUSG00000026414.9	131098	0.383
ENSMUSG00000026414.9	131098	0.203
ENSMUSG00000026414.9	131098	0.429
ENSMUSG00000027406.8	6682	0.252
ENSMUSG00000027406.8	6682	0.25
ENSMUSG00000049327.13	881	-0.6
ENSMUSG00000024646.9	1423	0.063
ENSMUSG00000051747.10	88445	0.395
ENSMUSG00000025781.10	17775	0.115
ENSMUSG00000029020.9	8896	-0.307
ENSMUSG00000026193.11	11108	0.211
ENSMUSG00000025809.11	14757	-0.067
ENSMUSG00000101556.1	2	0.908
ENSMUSG00000029020.9	8896	-0.35
ENSMUSG00000035863.9	1589	-0.384
ENSMUSG00000022892.10	6208	0.144
ENSMUSG00000028364.11	2132	0.469
ENSMUSG00000025290.12	1483	0.275
ENSMUSG00000051747.10	88445	-0.169
ENSMUSG00000051747.10	88445	0.403
ENSMUSG00000029142.10	2091	-0.902
ENSMUSG00000002100.11	58448	-0.098
ENSMUSG00000038695.8	1725	-0.087
ENSMUSG00000018417.10	1378	1.0
ENSMUSG00000000782.11	819	0.504
ENSMUSG00000010461.10	37	1.0
ENSMUSG00000039671.14	1202	-0.539
ENSMUSG00000026414.9	131098	-0.026
ENSMUSG00000024049.10	7483	0.222
ENSMUSG00000031543.14	717	-0.47
ENSMUSG00000026414.9	131098	0.143
ENSMUSG00000027985.10	636	-0.386
ENSMUSG00000101556.1	2	0.973
ENSMUSG00000015968.12	215	1.0
ENSMUSG00000026418.12	56710	-1.0
ENSMUSG00000020268.9	280	-1.0
ENSMUSG00000039218.12	5323	-0.116
ENSMUSG00000025221.11	393	0.93
ENSMUSG00000036879.11	1099	0.368
ENSMUSG00000032387.10	1836	0.789
ENSMUSG00000051747.10	88445	-0.291
ENSMUSG00000052062.10	453	-0.309
ENSMUSG00000001247.12	369	0.368
ENSMUSG00000036879.11	1099	0.372
ENSMUSG00000024049.10	7483	-0.062
ENSMUSG00000049420.8	28	-1.0
ENSMUSG00000026623.12	975	0.376
ENSMUSG00000036879.11	1099	0.359
ENSMUSG00000052337.11	9426	0.128
ENSMUSG00000051747.10	88445	0.621
ENSMUSG00000051747.10	88445	0.315
ENSMUSG00000070732.2	94	0.725
ENSMUSG00000041670.11	27	-0.764
ENSMUSG00000020023.13	434	-1.0
ENSMUSG00000032735.10	410	1.0
ENSMUSG00000003452.11	242	-0.899
ENSMUSG00000075415.9	1251	0.862
ENSMUSG00000039985.10	290	1.0
ENSMUSG00000005087.13	841	-1.0
ENSMUSG00000078427.2	481	1.0
ENSMUSG00000024049.10	7483	-0.057
ENSMUSG00000003810.8	960	-0.31
ENSMUSG00000051747.10	88445	-0.296
ENSMUSG00000052337.11	9426	0.136
ENSMUSG00000051747.10	88445	0.232
ENSMUSG00000042870.10	35	0.707
ENSMUSG00000025290.12	1483	-0.177
ENSMUSG00000085984.3	90	-0.762
ENSMUSG00000051747.10	88445	-0.169
ENSMUSG00000050379.11	1947	-0.56
ENSMUSG00000051747.10	88445	0.42
ENSMUSG00000032366.11	71675	-0.019
ENSMUSG00000049550.13	2200	0.221
ENSMUSG00000051747.10	88445	0.357
ENSMUSG00000038244.9	6287	-0.254
ENSMUSG00000024049.10	7483	0.261
ENSMUSG00000032366.11	71675	-0.017
ENSMUSG00000020656.11	85	-0.633
ENSMUSG00000051747.10	88445	-0.192
ENSMUSG00000039233.8	657	-0.124
ENSMUSG00000026414.9	131098	-0.009
ENSMUSG00000018417.10	1378	0.354
ENSMUSG00000028901.9	809	0.581
ENSMUSG00000042213.12	92	0.756
ENSMUSG00000038260.9	405	0.631
ENSMUSG00000032366.11	71675	-0.018
ENSMUSG00000024381.11	574	0.119
ENSMUSG00000084925.3	61	0.565
ENSMUSG00000019907.9	2197	-0.072
ENSMUSG00000021998.12	1179	-0.427
ENSMUSG00000038132.5	1530	-0.271
ENSMUSG00000060121.11	392	-0.085
ENSMUSG00000064043.9	495	0.391
ENSMUSG00000025809.11	14757	-0.027
ENSMUSG00000087380.3	8	-0.907
ENSMUSG00000052337.11	9426	0.103
ENSMUSG00000027523.15	28890	0.159
ENSMUSG00000053580.11	776	0.64
ENSMUSG00000097649.1	61	0.747
ENSMUSG00000064043.9	495	0.395
ENSMUSG00000022148.11	139	0.513
ENSMUSG00000050357.8	41	0.63
ENSMUSG00000038170.11	4490	-0.208
ENSMUSG00000097747.1	45	0.901
ENSMUSG00000032336.13	1647	0.062
ENSMUSG00000039376.9	7552	0.238
ENSMUSG00000052337.11	9426	0.09
ENSMUSG00000054737.7	145	0.526
ENSMUSG00000042870.10	35	0.724
ENSMUSG00000055296.10	2037	-0.22
ENSMUSG00000028949.9	1243	-0.083
ENSMUSG00000038244.9	6287	-0.194
ENSMUSG00000037270.13	1379	-0.676
ENSMUSG00000025006.11	2117	-0.309
ENSMUSG00000027333.14	708	-0.234
ENSMUSG00000061315.9	2689	-0.074
ENSMUSG00000052337.11	9426	0.088
ENSMUSG00000051747.10	88445	0.2
ENSMUSG00000054469.9	1719	-0.112
ENSMUSG00000019961.12	5153	0.158
ENSMUSG00000049606.12	993	0.495
ENSMUSG00000025006.11	2117	-0.323
ENSMUSG00000042870.10	35	0.629
ENSMUSG00000021614.12	3516	0.159
ENSMUSG00000061462.11	8342	-0.599
ENSMUSG00000029516.15	1151	-0.471
ENSMUSG00000061723.13	67	0.539
ENSMUSG00000028086.10	427	0.883
ENSMUSG00000051747.10	88445	0.222
ENSMUSG00000051747.10	88445	0.239
ENSMUSG00000039542.11	6108	-0.182
ENSMUSG00000001948.9	72	0.383
ENSMUSG00000062526.3	579	-0.105
ENSMUSG00000049606.12	993	0.518
ENSMUSG00000022412.8	1319	0.575
ENSMUSG00000028246.9	75	-0.545
ENSMUSG00000002100.11	58448	-0.049
ENSMUSG00000051855.11	46288	-0.02
ENSMUSG00000064202.11	203	0.598
ENSMUSG00000039065.10	226	0.552
ENSMUSG00000034035.14	87	0.492
ENSMUSG00000075415.9	1251	0.341
ENSMUSG00000051331.10	2507	0.436
ENSMUSG00000005506.12	5600	0.227
ENSMUSG00000028789.12	179	0.395
ENSMUSG00000020176.13	31272	0.347
ENSMUSG00000079363.3	177	0.484
ENSMUSG00000031558.11	1290	0.261
ENSMUSG00000022148.11	139	0.407
ENSMUSG00000051747.10	88445	0.266
ENSMUSG00000027797.11	274	0.583
ENSMUSG00000029769.12	538	-0.253
