Gene	count	psi
ENSMUSG00000055762.11	2722	-0.106
ENSMUSG00000039218.12	13101	-0.102
ENSMUSG00000028949.9	2441	-0.106
ENSMUSG00000057236.10	11337	-0.226
ENSMUSG00000020027.14	462	-0.869
ENSMUSG00000010066.11	253	-0.892
ENSMUSG00000026571.8	426	-0.869
ENSMUSG00000037211.8	264	1.0
ENSMUSG00000075318.8	643	0.926
ENSMUSG00000036372.10	1736	1.0
ENSMUSG00000020297.6	4947	0.102
ENSMUSG00000027195.6	2140	-1.0
ENSMUSG00000002728.10	1188	-0.846
ENSMUSG00000025591.5	361	-0.092
ENSMUSG00000086287.1	8	0.825
ENSMUSG00000086496.1	543	-0.887
ENSMUSG00000019813.11	590	1.0
ENSMUSG00000069833.8	1188	0.744
ENSMUSG00000027457.11	211	0.75
ENSMUSG00000029022.14	1037	-0.811
ENSMUSG00000052752.11	1985	1.0
ENSMUSG00000024985.14	18685	-0.188
ENSMUSG00000038608.11	206	1.0
ENSMUSG00000032076.14	2715	0.276
ENSMUSG00000003282.5	185	-0.807
ENSMUSG00000099957.1	64	0.588
ENSMUSG00000043909.12	10163	0.165
ENSMUSG00000098302.1	0	0.74
ENSMUSG00000027457.11	211	0.692
ENSMUSG00000027423.11	2054	-0.051
ENSMUSG00000099957.1	64	0.51
ENSMUSG00000028478.14	2714	-0.15
ENSMUSG00000039116.4	158	-0.738
ENSMUSG00000041670.11	261	-0.643
ENSMUSG00000028273.11	720	-0.89
ENSMUSG00000045790.5	181	-0.534
ENSMUSG00000038453.11	497	0.666
ENSMUSG00000030846.11	1685	-0.238
ENSMUSG00000073795.6	8	-0.841
ENSMUSG00000038034.11	2533	-0.839
ENSMUSG00000037795.10	2180	0.287
ENSMUSG00000039804.11	3562	0.233
ENSMUSG00000039804.11	3562	0.231
ENSMUSG00000072704.5	3080	-0.707
ENSMUSG00000054640.10	114	0.714
ENSMUSG00000044071.7	510	0.523
ENSMUSG00000099957.1	64	0.389
ENSMUSG00000034940.11	1924	0.71
ENSMUSG00000025261.13	6362	0.565
ENSMUSG00000001143.9	1788	-0.177
ENSMUSG00000036372.10	1736	0.588
ENSMUSG00000038876.7	2270	0.664
ENSMUSG00000026155.9	1656	-0.26
ENSMUSG00000024985.14	18685	-0.239
ENSMUSG00000102252.1	3125	-0.825
ENSMUSG00000041263.10	1630	-0.07
ENSMUSG00000041617.6	92	-0.72
ENSMUSG00000068823.6	17697	-0.016
ENSMUSG00000028863.9	1692	-0.215
ENSMUSG00000031932.10	12	0.653
ENSMUSG00000028184.8	6880	-0.129
ENSMUSG00000040407.13	6373	0.161
ENSMUSG00000029022.14	1037	0.261
ENSMUSG00000028809.12	5410	-0.05
ENSMUSG00000021493.11	2027	-0.07
ENSMUSG00000006476.15	1917	-0.185
ENSMUSG00000031220.10	8	0.801
ENSMUSG00000029538.9	4682	-0.029
ENSMUSG00000060279.9	3061	-0.132
ENSMUSG00000026843.11	2365	-0.062
ENSMUSG00000045438.8	1153	-0.836
ENSMUSG00000005881.9	2659	-0.149
ENSMUSG00000004071.8	2885	-0.075
ENSMUSG00000029363.10	2087	-0.668
ENSMUSG00000033295.9	8399	-0.156
ENSMUSG00000035069.3	263	-0.443
ENSMUSG00000045438.8	1153	0.501
ENSMUSG00000027012.11	4921	-0.167
ENSMUSG00000026087.7	1356	-0.515
ENSMUSG00000026959.9	222	0.615
ENSMUSG00000097072.3	12	0.758
ENSMUSG00000025871.14	7126	0.044
ENSMUSG00000070632.3	76	0.455
ENSMUSG00000060261.11	8850	-0.041
ENSMUSG00000074415.6	3970	-0.587
ENSMUSG00000039804.11	3562	0.111
