Gene	count	psi
ENSMUSG00000026150.10	4809	-0.301
ENSMUSG00000037935.12	4442	0.537
ENSMUSG00000037935.12	4442	0.277
ENSMUSG00000037935.12	4442	0.371
ENSMUSG00000055762.11	1768	-0.345
ENSMUSG00000021820.12	2013	-0.503
ENSMUSG00000021820.12	2013	-0.302
ENSMUSG00000021493.11	1455	-0.363
ENSMUSG00000031422.12	7181	0.259
ENSMUSG00000031422.12	7181	0.418
ENSMUSG00000057421.8	2035	-0.239
ENSMUSG00000035203.11	1607	0.432
ENSMUSG00000019188.12	3177	-0.408
ENSMUSG00000049550.13	2428	0.486
ENSMUSG00000022884.10	3962	0.127
ENSMUSG00000022884.10	3962	0.138
ENSMUSG00000009079.12	11477	-0.143
ENSMUSG00000028478.14	3116	-0.432
ENSMUSG00000025369.10	6692	-0.36
ENSMUSG00000060261.11	4688	-0.263
ENSMUSG00000060279.9	2834	-0.417
ENSMUSG00000029148.11	2971	-0.281
ENSMUSG00000026860.12	1781	-0.491
ENSMUSG00000017421.14	4874	-0.339
ENSMUSG00000061136.9	2864	0.181
ENSMUSG00000009090.13	3190	-0.43
ENSMUSG00000027642.11	4219	-0.372
ENSMUSG00000040648.10	3150	-0.456
ENSMUSG00000040648.10	3150	-0.377
ENSMUSG00000040407.13	5688	0.133
ENSMUSG00000040407.13	5688	0.255
ENSMUSG00000024381.11	2049	-0.42
ENSMUSG00000022636.9	1074	0.407
ENSMUSG00000032076.14	4192	-0.272
ENSMUSG00000032076.14	4192	0.405
ENSMUSG00000045983.11	5953	-0.409
ENSMUSG00000029106.10	6232	-0.357
ENSMUSG00000027455.12	2668	-0.239
ENSMUSG00000031864.11	1432	-0.467
ENSMUSG00000027012.11	5075	-0.302
ENSMUSG00000005881.9	3247	-0.35
ENSMUSG00000074227.7	475	-0.172
ENSMUSG00000031708.11	7707	0.301
ENSMUSG00000028184.8	4397	-0.555
ENSMUSG00000024826.10	2368	-0.392
ENSMUSG00000024044.11	2209	-0.4
ENSMUSG00000023021.11	1328	-0.45
ENSMUSG00000020792.11	2136	-0.38
ENSMUSG00000020792.11	2136	-0.373
ENSMUSG00000060261.11	4688	-0.274
ENSMUSG00000003810.8	1224	-0.602
ENSMUSG00000026860.12	1781	-0.494
